lang	etym	orth	phon	dense	dense_PER	sigmoid	sigmoid_PER	ST	ST_PER
bcs	kl̨ùka	kljȕka	[kʎûka]	[kʎûka]	0.0	[kʎûka]	0.0	[kʎûka]	0.0
bcs	norvь	nárav	[nǎːraʋ]	[nôraʋ]	0.25	[nraʋ]	0.25	[nrâːʋ]	0.5
bcs	krūpà	krúpa	[krǔːpa]	[krǔːpa]	0.0	[krǔːpa]	0.0	[krǔːpa]	0.0
bcs	bъděti	bdjȅti	[bdjêti]	[bǎdjeti]	0.2222222222222222	[bdjěti]	0.125	[bdějati]	0.2222222222222222
bcs	bỳti	bȉti	[bîti]	[bîti]	0.0	[bîti]	0.0	[bîti]	0.0
bcs	mȏzgъ	mȍzak	[môzak]	[môːzk]	0.2857142857142857	[môːza]	0.2857142857142857	[môːzɡ]	0.42857142857142855
bcs	ěrъ	jȁra	[jâra]	[jâːr]	0.3333333333333333	[jâːr]	0.3333333333333333	[jâr]	0.16666666666666666
bcs	pьrvъ	pȓvī	[pr̂ːʋiː]	[pr̩ʋ]	0.4444444444444444	[prâːʋ]	0.3333333333333333	[pr̂ːʋ]	0.2222222222222222
bcs	pȗstъ	pȗst	[pûːst]	[pûːst]	0.0	[pûst]	0.14285714285714285	[pûːst]	0.0
bcs	blizъkъ	blȋz	[blîːz]	[blîzuk]	0.375	[blǐːzak]	0.3333333333333333	[blîzak]	0.375
bcs	ako	ako	[ako]	[jâːko]	0.42857142857142855	[jâːko]	0.42857142857142855	[âko]	0.2
bcs	rokъ	rȏk	[rôːk]	[rôk]	0.16666666666666666	[rôk]	0.16666666666666666	[rôk]	0.16666666666666666
bcs	protivъ	prȍtīv	[prôtiːʋ]	[prôti]	0.2222222222222222	[prôtiː]	0.1111111111111111	[prôti]	0.2222222222222222
bcs	svętъ	svȇt	[sʋêːt]	[sʋêːti]	0.125	[sʋêːt]	0.0	[sʋêːt]	0.0
bcs	lopàta	lòpata	[lǒpata]	[lǒpata]	0.0	[lǒpata]	0.0	[lǒpata]	0.0
bcs	čerpati	crèpati	[t͡srěpati]	[t͡ʃrět͡ʃati]	0.3076923076923077	[t͡ʃræpati]	0.18181818181818182	[t͡ʃripati]	0.18181818181818182
bcs	polъ	pȏ	[pôː]	[pôːl]	0.16666666666666666	[pôːl]	0.16666666666666666	[pôː]	0.0
bcs	borna	brána	[brǎːna]	[brâːna]	0.125	[brâːna]	0.125	[brǎːna]	0.0
bcs	duplò	dúplo	[dǔːplo]	[dǔːplo]	0.0	[dǔːplo]	0.0	[dǔːplo]	0.0
bcs	ȍlkъtъ	lȃkat	[lâːkat]	[lâkâːt]	0.375	[lâkat]	0.125	[lâkaːt]	0.25
bcs	vòn̨ь	vȍnj	[ʋôɲ]	[ʋôɲ]	0.0	[ʋôːɲ]	0.16666666666666666	[ʋôɲ]	0.0
bcs	mьstiti	mǝstíti	[məstǐːti]	[mǐːstiti]	0.4	[mistiti]	0.3	[mǎstiti]	0.3
bcs	bìtva	bȉtva	[bîtʋa]	[bîtʋa]	0.0	[bîtʋa]	0.0	[bîtʋa]	0.0
bcs	bol̨eje	bȍlje	[bôʎe]	[bôʎe]	0.0	[bôʎe]	0.0	[bôʎeje]	0.25
bcs	ostь̀nъ	òstan	[ǒstan]	[ǒstan]	0.0	[ǒstan]	0.0	[ǒstan]	0.0
bcs	tǭgà	túga	[tǔːɡa]	[tǔːɡa]	0.0	[tǔːɡa]	0.0	[tǔːɡa]	0.0
bcs	čitati	čìtati	[t͡ʃǐtati]	[t͡ʃîtati]	0.1	[t͡ʃǐːtati]	0.09090909090909091	[t͡ʃîtati]	0.1
bcs	vỳknǫti	vȉknuti	[ʋîknuti]	[ʋîknuti]	0.0	[ʋîknuti]	0.0	[ʋîknuti]	0.0
bcs	sьrna	sŕna	[sřːna]	[srêna]	0.2857142857142857	[srrana]	0.375	[sr̂na]	0.2857142857142857
bcs	dolъ	dȏ	[dôː]	[dôːl]	0.16666666666666666	[dôːl]	0.16666666666666666	[dôːl]	0.16666666666666666
bcs	oldi	lȃđa	[lâːd͡ʑa]	[lâdija]	0.3333333333333333	[lâdi]	0.4444444444444444	[lâdi]	0.4444444444444444
bcs	pàdati	pȁdati	[pâdati]	[pâdati]	0.0	[pâdati]	0.0	[pâdati]	0.0
bcs	belenъ	blȇn	[blêːn]	[bêlen]	0.42857142857142855	[bělen]	0.42857142857142855	[blên]	0.14285714285714285
bcs	àma	jȁma	[jâma]	[jâma]	0.0	[jâma]	0.0	[jǎma]	0.16666666666666666
bcs	koprъ	kȍpar	[kôpar]	[kôpar]	0.0	[kôpar]	0.0	[kôpar]	0.0
bcs	cě̑lъ	cȉo	[t͡sîo]	[t͡sîjao]	0.2222222222222222	[t͡sîjek]	0.3333333333333333	[t͡sîjeo]	0.2222222222222222
bcs	tȏkъ	tȏk	[tôːk]	[tôːk]	0.0	[tôːk]	0.0	[tôːk]	0.0
bcs	suti	sàsūti	[sǎsuːti]	[sǔːti]	0.3333333333333333	[sǔːti]	0.3333333333333333	[sûti]	0.4444444444444444
bcs	my	mȋ	[mîː]	[mîː]	0.0	[mîː]	0.0	[mîː]	0.0
bcs	poìti	pòjiti	[pǒjiti]	[pǒjiti]	0.0	[pǒjiti]	0.0	[pǒjiti]	0.0
bcs	edinakъ	 jedìnāk	[jedǐnaːk]	[jědinak]	0.3	[jědina]	0.4	[jědinak]	0.3
bcs	sòmъ	sȍm	[sôm]	[sôːm]	0.16666666666666666	[sôm]	0.0	[sôm]	0.0
bcs	lamъ	lȃm	[lâːm]	[lâm]	0.16666666666666666	[lâːm]	0.0	[lâm]	0.16666666666666666
bcs	krǫtъ	krȗt	[krûːt]	[krûːt]	0.0	[krûːt]	0.0	[krûːt]	0.0
bcs	ǫzъkъ	ȕzak	[ûzak]	[uzak]	0.16666666666666666	[ǒzak]	0.16666666666666666	[ûzak]	0.0
bcs	luščiti	ljúštiti	[ʎǔːʃtiti]	[lǔːʃtiti]	0.1	[lǔːʃiti]	0.2	[lǔːʃt͡ʃiti]	0.25
bcs	trāvà	tráva	[trǎːʋa]	[trǎːʋa]	0.0	[trǎːʋa]	0.0	[trǎːʋa]	0.0
bcs	moldenьcь	mlȁdjenac	[mlâdjenat͡s]	[mladenjet͡s]	0.3076923076923077	[mlâden]	0.38461538461538464	[mlâden]	0.38461538461538464
bcs	govьnò	góvno	[ɡǒːʋno]	[ɡǒʋno]	0.125	[ɡǒːʋno]	0.0	[ɡǒʋno]	0.125
bcs	jь̑go	igo	[iɡo]	[îjeɡo]	0.42857142857142855	[jîɡo]	0.3333333333333333	[jâɡo]	0.3333333333333333
bcs	vojьna	vȏjna	[ʋôːjna]	[ʋǒːjna]	0.125	[ʋǒjna]	0.25	[ʋʋôːja]	0.25
bcs	xomǫtъ	hȍmūt	[xômuːt]	[xǒmuːt]	0.125	[xǒmuːt]	0.125	[xomǔːt]	0.25
bcs	bl̨ьvàti	bljùvati	[bʎǔʋati]	[blǔːʋati]	0.2	[blʲɪˈsati]	0.45454545454545453	[bʎǎʋati]	0.1111111111111111
bcs	morъ	mȏr	[môːr]	[môːr]	0.0	[môr]	0.16666666666666666	[môːr]	0.0
bcs	ȍko	ȍko	[ôko]	[ôko]	0.0	[ôko]	0.0	[ôko]	0.0
bcs	odolě̀ti	odòljeti	[odǒʎeti]	[odǒleti]	0.1111111111111111	[odǒljeti]	0.2	[odǒljeti]	0.2
bcs	pь̀rsь	pȑsi	[pr̂si]	[pr̂jes]	0.375	[pr̂s]	0.14285714285714285	[pr̂sa]	0.14285714285714285
bcs	xlębь	hleb	[xleb]	[xlejep]	0.375	[xlêb]	0.16666666666666666	[xlêb]	0.16666666666666666
bcs	klikъ	klȋk	[klîːk]	[klîk]	0.14285714285714285	[klîːk]	0.0	[klîk]	0.14285714285714285
bcs	mьrkъ	mrk	[mrk]	[mr̂k]	0.16666666666666666	[mr̂k]	0.16666666666666666	[mr̂ːk]	0.2857142857142857
bcs	mošьna	mȍšnja	[môʃɲa]	[môʃna]	0.14285714285714285	[môːʃna]	0.25	[mǒʃna]	0.2857142857142857
bcs	čȋnъ	čȋn	[t͡ʃîːn]	[t͡ʃîːn]	0.0	[t͡ʃîn]	0.125	[t͡ʃîːn]	0.0
bcs	zobàti	zòbati	[zǒbati]	[zǒbati]	0.0	[zǒbati]	0.0	[zǒbati]	0.0
bcs	pę̑tь	pȇt	[pêːt]	[pet]	0.3333333333333333	[pêːt]	0.0	[pêːt]	0.0
bcs	glabati	glȁbati	[ɡlâbati]	[ɡlǎːbati]	0.2	[ɡlǎbati]	0.1111111111111111	[ɡlâbati]	0.0
bcs	letěti	lètjeti	[lětjeti]	[lět͡ɕeti]	0.2	[lět͡ɕæti]	0.3	[lět͡sati]	0.3
bcs	pěga	pjȅga	[pjêɡa]	[pjêɡa]	0.0	[pjêɡa]	0.0	[pjêɡa]	0.0
bcs	mьglà	màgla	[mǎɡla]	[mǎɡla]	0.0	[mǎɡla]	0.0	[mɡlâ]	0.2857142857142857
bcs	čьrpati	cr̀pati	[t͡sřpati]	[t͡ʃr̂t͡ʃati]	0.46153846153846156	[t͡ʃr̂ːpati]	0.3333333333333333	[t͡sr̂pati]	0.18181818181818182
bcs	sě̀ti	sȉjati	[sîjati]	[sjêti]	0.25	[sjêti]	0.25	[sjêti]	0.25
bcs	četỳre	čètiri	[t͡ʃětri]	[t͡ʃětire]	0.2	[t͡ʃětʋer]	0.3	[t͡ʃêrːbet͡sa]	0.5714285714285714
bcs	lъžь	lȃž	[lâːʒ]	[lâːʒ]	0.0	[lâːʒ]	0.0	[lâʒ]	0.16666666666666666
bcs	lě̑sъ	lȉjes	[lîjes]	[lîjes]	0.0	[lîjes]	0.0	[lîjes]	0.0
bcs	brodìti	bròditi	[brǒditi]	[brǒditi]	0.0	[brǒditi]	0.0	[brǒditi]	0.0
bcs	dȍma	dȍma	[dôma]	[dôma]	0.0	[dôma]	0.0	[dôma]	0.0
bcs	veslò	vèslo	[ʋěslo]	[ʋěslo]	0.0	[ʋěslo]	0.0	[ʋěsliti]	0.3333333333333333
bcs	gȏstь	gȏst	[ɡôːst]	[ɡôːst]	0.0	[ɡôːst]	0.0	[ɡôːst]	0.0
bcs	kašьlь	kȁšalj	[kâʃaʎ]	[kâʃaʎ]	0.0	[kǎːʃaʎ]	0.25	[kâʃaʎ]	0.0
bcs	glъtati	gùtati	[ɡǔtati]	[ɡlǔːtati]	0.2	[ɡlǎːtati]	0.3	[ɡlǎːtati]	0.3
bcs	nòvъ	nȍv	[nôʋ]	[nôʋ]	0.0	[nôːʋ]	0.16666666666666666	[nôʋ]	0.0
bcs	debelъ	dèbeo	[děbeo]	[dêbeo]	0.14285714285714285	[dêbeo]	0.14285714285714285	[děbel]	0.14285714285714285
bcs	čьrstvъ	čvȓst	[t͡ʃʋr̂ːst]	[t͡sr̂tsr̩]	0.45454545454545453	[t͡sr̂ːst]	0.18181818181818182	[t͡sr̂ːstʋ]	0.2727272727272727
bcs	pъtìca	ptȉca	[ptît͡sa]	[pptiʋa]	0.4444444444444444	[pǎt͡sa]	0.2222222222222222	[ptît͡sa]	0.0
bcs	brьvъnò	bŕvno	[břːʋno]	[bə̂rʋno]	0.3333333333333333	[brîːʋno]	0.2222222222222222	[brǎːʋno]	0.2222222222222222
bcs	ę̄trò	jȅtra	[jêtra]	[jěːtro]	0.375	[jěːtro]	0.375	[jěːtro]	0.375
bcs	gospodь	gȍspōd	[ɡôspoːd]	[ɡôspod]	0.1111111111111111	[ɡôspod]	0.1111111111111111	[ɡôpoːd]	0.1111111111111111
bcs	drobìna	dróba	[drǒːba]	[drǒbina]	0.3333333333333333	[drǒbina]	0.3333333333333333	[drobla]	0.375
bcs	pьsàti	písati	[pǐːsati]	[pǐːsati]	0.0	[pǐːsati]	0.0	[pǎsati]	0.2222222222222222
bcs	dȏrgъ	drȃg	[drâːɡ]	[drâːɡ]	0.0	[drâːɡ]	0.0	[drâːɡ]	0.0
bcs	ròjь	rȏj	[rôːj]	[rôːj]	0.0	[rôːj]	0.0	[rôːj]	0.0
bcs	lože	lȍže	[lôʒe]	[loʒe]	0.16666666666666666	[lǒʒa]	0.3333333333333333	[lǒʒe]	0.16666666666666666
bcs	pòrgъ	prȁg	[prâɡ]	[prâɡ]	0.0	[prâːɡ]	0.14285714285714285	[prâɡ]	0.0
bcs	orbъ	rȍb	[rôb]	[râb]	0.2	[râːb]	0.3333333333333333	[râːb]	0.3333333333333333
bcs	mъrmъrati	mr̀mrati	[mř̩mrati]	[mřːmrati]	0.1	[mɐrrmati]	0.4	[mr̩mrǎxati]	0.25
bcs	lovìti	lòviti	[lǒʋiti]	[lǒʋiti]	0.0	[lǒʋiti]	0.0	[lǒʋiti]	0.0
bcs	ščenę	štène	[ʃtěne]	[ʃtʃêne]	0.25	[ʃtěːne]	0.125	[ʃtěːnje]	0.2222222222222222
bcs	ostrovъ	ȍstrov	[ôstroʋ]	[ostrôːʋ]	0.3333333333333333	[ǒstroʋ]	0.125	[ôstrow]	0.125
bcs	pri	pri	[pri]	[prî]	0.2	[prî]	0.2	[prî]	0.2
bcs	lomìti	lòmiti	[lǒmiti]	[lǒmiti]	0.0	[lǒːmiti]	0.1111111111111111	[lǒmiti]	0.0
bcs	svě̄tjà	svijèća	[sʋijět͡ɕa]	[sʋijět͡ɕa]	0.0	[sʋijět͡ɕa]	0.0	[sʋijět͡ɕa]	0.0
bcs	či	či	[t͡ʃi]	[t͡ʃi]	0.0	[t͡ʃî]	0.16666666666666666	[t͡ʃi]	0.0
bcs	kùditi	kȕditi	[kûditi]	[kûditi]	0.0	[kûditi]	0.0	[kûditi]	0.0
bcs	nìščь	nȉšt	[nîʃt]	[nîʃt]	0.0	[nîʃt]	0.0	[nîʃt]	0.0
bcs	bojaznь	bȍjāzan	[bôjaːzan]	[bôjazan]	0.1	[bôjaːza]	0.1	[bôjâːzn]	0.2
bcs	zę̀tь	zȅt	[zêt]	[zêt]	0.0	[zêt]	0.0	[zêːt]	0.16666666666666666
bcs	kojariti	kojáriti	[kojǎːriti]	[kǒjariti]	0.2727272727272727	[kǒjariti]	0.2727272727272727	[kǒjariti]	0.2727272727272727
bcs	ędrъ	jédar	[jěːdar]	[jědar]	0.125	[jědar]	0.125	[jěːdar]	0.0
bcs	kremy	krȅmēn	[krêmeːn]	[krêmeːn]	0.0	[krêːmen]	0.2222222222222222	[krêmʎeti]	0.3
bcs	sǫ́dъ	sȗd	[sûːd]	[sûːd]	0.0	[suːd]	0.16666666666666666	[sûːd]	0.0
bcs	xorna	hrána	[xrǎːna]	[xrǎːna]	0.0	[xrâna]	0.25	[xrǎːna]	0.0
bcs	žę́dja	žȇđa	[ʒêːd͡ʑa]	[ʒêːd͡ʑa]	0.0	[ʒěːd͡ɕa]	0.2222222222222222	[ʒêd͡ʑa]	0.1111111111111111
bcs	kòrva	krȁva	[krâʋa]	[krâʋa]	0.0	[krâʋa]	0.0	[krâʋa]	0.0
bcs	zȍlto	zlȃto	[zlâːto]	[zlâto]	0.125	[zlâto]	0.125	[zlâto]	0.125
bcs	mojь	mȏj	[môːj]	[mǒːj]	0.16666666666666666	[môːj]	0.0	[môːj]	0.0
bcs	motati	mòtati	[mǒtati]	[mǒtati]	0.0	[mǒtati]	0.0	[mǒtati]	0.0
bcs	estь	jȅst	[jêst]	[jěst]	0.16666666666666666	[jěst]	0.16666666666666666	[jêst]	0.0
bcs	trǫtъ	trȗt	[trûːt]	[trûːt]	0.0	[trûtiː]	0.375	[trûːt]	0.0
bcs	krǫglъ	krȗgao	[krûːɡao]	[krǔːɡli]	0.3333333333333333	[kruɡal]	0.3333333333333333	[kruɡlo]	0.3333333333333333
bcs	kъxnǫti	kȁhnuti	[kâxnuti]	[kǎxnuti]	0.1111111111111111	[kǎːxniti]	0.3	[kǎxnuti]	0.1111111111111111
bcs	legti	lèći	[lět͡ɕi]	[lěːt͡ɕi]	0.1111111111111111	[lět͡ɕi]	0.0	[lět͡ɕi]	0.0
belarusian	stỳdnǫti	stýgnucʹ	[stɨˈɡnut͡sʲ]	[ˈstɨnut͡sʲ]	0.23076923076923078	[ˈstɨɡnʊtʲ]	0.38461538461538464	[ˈstɨnt͡ʂʲ]	0.38461538461538464
belarusian	ězъ	jaz	[ˈjaz]	[ˈjas]	0.16666666666666666	[ˈjas]	0.16666666666666666	[ˈjaz]	0.0
belarusian	sǫ̑kъ	suk	[ˈsuk]	[ˈsuk]	0.0	[ˈsuk]	0.0	[ˈsuk]	0.0
belarusian	obora	obóra	[oˈbora]	[aboˈra]	0.375	[araˈxa]	0.625	[ˈobora]	0.25
belarusian	vъnùkъ	unúk	[uˈnuk]	[ˈvonk]	0.5714285714285714	[ˈvnuk]	0.2857142857142857	[ˈvnuk]	0.2857142857142857
belarusian	rȏgъ	roh	[ˈrox]	[ˈrox]	0.0	[ˈrak]	0.3333333333333333	[ˈrox]	0.0
belarusian	mъrky	mórkva	[ˈmorkva]	[ˈmorkva]	0.0	[ˈmorkʲfʲ]	0.3	[ˈmorkva]	0.0
belarusian	evьn̨a	jóŭnja	[ˈjownʲa]	[ˈjɛvnʲa]	0.2222222222222222	[ˈjavʲa]	0.3333333333333333	[ˈjavna]	0.3333333333333333
bulgarian	tьma	tămá	[təˈma]	[ˈtim]	0.5714285714285714	[ˈtma]	0.42857142857142855	[ˈtim]	0.5714285714285714
bulgarian	čìstъ	čist	[ˈt͡ʃist]	[ˈt͡ʃist]	0.0	[ˈt͡ʃist]	0.0	[ˈt͡ʃist]	0.0
bulgarian	krỳjǫ	kríja	[ˈkrijə]	[ˈkrijə]	0.0	[ˈkrijə]	0.0	[ˈkrijə]	0.0
bulgarian	ęzỳkъ	ezík	[ɛˈzik]	[ɛˈzik]	0.0	[ˈzik]	0.14285714285714285	[ˈjɛzik]	0.375
bulgarian	stàdo	stádo	[ˈstado]	[ˈstado]	0.0	[ˈstadə]	0.125	[ˈstado]	0.0
bulgarian	morvi	mrávka	[ˈmravkə]	[ˈmravi]	0.2222222222222222	[ˈmraf]	0.3333333333333333	[ˈmɔr]	0.5555555555555556
bulgarian	zeml̨à	zemjá	[zɛˈmʲa]	[zɛˈmla]	0.125	[zɛˈplʲa]	0.2222222222222222	[zɛˈmʲa]	0.0
bulgarian	gǫžь	găž	[ˈɡɤʃ]	[ˈɡɤʒ]	0.16666666666666666	[ˈɡɛʒ]	0.3333333333333333	[ˈɡɛʃ]	0.16666666666666666
bulgarian	kòlъ	kol	[ˈkɔl]	[ˈkɔl]	0.0	[ˈkol]	0.16666666666666666	[ˈkɔl]	0.0
bulgarian	krě̀slo	kresló	[krɛˈsɫɔ]	[ˈkrɛslo]	0.4444444444444444	[ˈkrʲɛsɫɔ]	0.3	[ˈkrɛsɫo]	0.3333333333333333
bulgarian	mel̨ǫ̀	mélja	[ˈmɛlʲə]	[ˈmɛlʲə]	0.0	[ˈmʲɛlʲə]	0.1111111111111111	[ˈmɛlʲə]	0.0
bulgarian	ȍpakъ	ópak	[ˈɔpək]	[ˈɔpək]	0.0	[ˈɔpək]	0.0	[ˈɔpək]	0.0
bulgarian	kǫpina	kăpína	[kɤˈpinə]	[ˈkʲapinə]	0.3	[kɐˈpinə]	0.1111111111111111	[ˈkʲipnə]	0.4444444444444444
bulgarian	obьtjь	obšt	[ˈɔpʃt]	[ˈɔpt͡ʃi]	0.3333333333333333	[ˈɔbti]	0.42857142857142855	[ˈɔbɛt͡s]	0.4444444444444444
bulgarian	akъjь	jakyj	[ˈjakʲij]	[ˈjakʲi]	0.1111111111111111	[ˈjak]	0.3333333333333333	[ˈjakɔj]	0.2222222222222222
bulgarian	čùdo	čúdo	[ˈt͡ʃudo]	[ˈt͡ʃudo]	0.0	[ˈt͡ʃudə]	0.1111111111111111	[ˈt͡ʃudo]	0.0
bulgarian	podъ	pod	[ˈpɔt]	[ˈpɔt]	0.0	[ˈpɔt]	0.0	[ˈpɔt]	0.0
bulgarian	lьněnъ	lénen	[ˈlɛnɛn]	[lɐˈnʲan]	0.5555555555555556	[ˈlɛnɛn]	0.0	[lʲɪˈnɛn]	0.4444444444444444
bulgarian	dъva	dva	[ˈftɔri]	[ˈdva]	0.625	[ˈdva]	0.625	[dˈvɤ]	0.75
bulgarian	čùjǫ	čúja	[ˈt͡ʃujə]	[ˈt͡ʃujə]	0.0	[ˈt͡ʃʲajə]	0.2	[ˈt͡ʃujə]	0.0
bulgarian	bìčь	bič	[ˈbit͡ʃ]	[ˈbit͡ʃ]	0.0	[ˈbit͡ʃ]	0.0	[ˈbit͡ʃ]	0.0
bulgarian	polьdza	pólza	[ˈpɔɫzə]	[ˈplɛzdə]	0.3333333333333333	[ˈpolzə]	0.25	[poˈlɛdo]	0.7777777777777778
bulgarian	dāvl̨ǫ̀	dávja	[ˈdavʲə]	[dɐˈvʲa]	0.5	[dɐˈvʲa]	0.5	[dɐˈvʲa]	0.5
bulgarian	svě̄tjà	svešt	[ˈsvɛʃt]	[svɛˈta]	0.375	[svʲiˈta]	0.5555555555555556	[svɛˈtʲa]	0.4444444444444444
bulgarian	kozà	kozá	[koˈza]	[koˈza]	0.0	[koˈza]	0.0	[koˈza]	0.0
bulgarian	gȏlsъ	glas	[ˈɡlas]	[ˈɡlas]	0.0	[ˈɡlas]	0.0	[ˈɡlas]	0.0
bulgarian	òrdlo	rálo	[ˈraɫo̝]	[ˈralo]	0.25	[ˈralo]	0.25	[ˈraɫo]	0.125
bulgarian	nedǫ̀gъ	nedắg	[ˈnɛt]	[nɛˈdɤk]	0.625	[ˈnɛdək]	0.375	[ˈnɛdəɡ]	0.375
bulgarian	glístъ	glist	[ˈɡlist]	[ˈɡlist]	0.0	[ˈˈɡlist]	0.1111111111111111	[ˈɡlist]	0.0
bulgarian	čìstjǫ	čístja	[ˈt͡ʃistʲə]	[ˈt͡ʃistə]	0.09090909090909091	[ˈt͡ʃistə]	0.09090909090909091	[ˈt͡ʃistə]	0.09090909090909091
bulgarian	grě́xъ	grjach	[ˈɡrʲax]	[ˈɡrɛx]	0.25	[ˈɡrʲax]	0.0	[ˈɡrɛx]	0.25
bulgarian	var̨ǫ	varjá	[vəˈrʲa]	[ˈvarʲə]	0.5	[ˈvarʲə]	0.5	[ˈvarʲə]	0.5
bulgarian	gromada	gromáda	[ɡroˈmadə]	[ɡrroˈmada]	0.18181818181818182	[ɡroˈmadə]	0.0	[ɡroˈmadə]	0.0
bulgarian	kòlda	kláda	[ˈkɫadə]	[ˈkɫadə]	0.0	[ˈkladə]	0.125	[ˈkɫadə]	0.0
bulgarian	vъtorьnikъ	vtórnik	[ˈftɔrnik]	[ˈftorrnit]	0.2727272727272727	[ˈftornɨk]	0.2	[vɤtˈrɛf]	0.6
bulgarian	mèrža	mréža	[ˈmrɛʒə]	[mˈrɛʒə]	0.25	[ˈmrɛʒə]	0.0	[ˈmrɛʒə]	0.0
bulgarian	bòlto	bláto	[ˈbɫato̝]	[bləˈtɔ]	0.6666666666666666	[ˈblato]	0.2222222222222222	[bləˈto]	0.5555555555555556
bulgarian	na	na	[ˈna]	[ˈna]	0.0	[ˈna]	0.0	[ˈna]	0.0
bulgarian	brìjǫ	bríja	[ˈbrijə]	[ˈbrijə]	0.0	[ˈbrijə]	0.0	[ˈbrijə]	0.0
bulgarian	gospodinъ	gospodín	[ɡospoˈdin]	[ɡospoˈdin]	0.0	[ɡɔˈsɔdɛn]	0.5454545454545454	[ɡoˈspodij]	0.2727272727272727
bulgarian	dětę	deté	[dɛˈtɛ]	[ˈdɛtɛ]	0.2857142857142857	[ˈdɛtɛ]	0.2857142857142857	[dɛˈtɛt]	0.125
bulgarian	jь̑go	ígo	[ˈiɡo]	[iˈɡɔ]	0.5	[iˈɡɔ]	0.5	[ˈjiɡo]	0.14285714285714285
bulgarian	žę̀tva	žắtva	[ʒɛtˈvɤ]	[ˈʒatvə]	0.5	[ˈʒatvə]	0.5	[ˈʒatvə]	0.5
bulgarian	àgnę	ágne	[ˈaɡnɛ]	[ˈjaɡnɛ]	0.125	[ˈjaɡnʲə]	0.3333333333333333	[ˈjaɡnɛ]	0.125
bulgarian	sòmъ	som	[ˈsɔm]	[ˈsɔm]	0.0	[ˈsɔm]	0.0	[ˈsɔm]	0.0
bulgarian	pro	pro-	[ˈprɔ]	[ˈprɔ]	0.0	[ˈpro]	0.16666666666666666	[ˈprɔ]	0.0
