bȏlь	bcs	bȏl	bôːl
bȏrnь	bcs	brȃn	brâːn
bȏrvъ	bcs	brȃv	brâːʋ
bȏrъ	bcs	bȏr	bôːr
bȏsъ	bcs	bȏs	bôːs
bǫbьnъ	bcs	bȗbanj	bûːbaɲ
brę̀knǫti	bcs	bréknuti	brěːknuti
bridъkъ	bcs	brȉdak	brîdak
bričь	bcs	brȋč	brîːt͡ʃ
brìti	bcs	brȉti	brîti
brìtva	bcs	brȉtva	brîtʋa
brodìti	bcs	bròditi	brǒditi
brȏdъ	bcs	brȏd	brôːd
brusьnica	bcs	brùsnica	brǔsnit͡sa
brutъ	bcs	brȕt	brût
bry	bcs	bȓv	br̂ːʋ
brysadlo	bcs	brȉsalo	brîsalo
brъstь	bcs	bȓst	br̂ːst
brьna	bcs	brna	brna
brьnьje	bcs	brnje	brɲe
brьvъnò	bcs	bŕvno	břːʋno
bujьnъ	bcs	bȗjan	bûːjan
bùr̨a	bcs	bȕra	bûra
bylьje	bcs	bȋlje	bîːʎe
bytьje	bcs	bíće	bǐːt͡ɕe
byvati	bcs	bívati	bǐːʋati
bỳstrъ	bcs	bȉstar	bîstar
bỳti	bcs	bȉti	bîti
bādàti	bcs	bádati	bǎːdati
būdìti	bcs	búditi	bǔːditi
būčàti	bcs	búčat	bǔːt͡ʃat
bъděti	bcs	bdjȅti	bdjêti
bъ̑rz	bcs	bȓz	br̂ːz
bьrati	bcs	brȁti	brâti
bьčelà	bcs	pčèla	pt͡ʃěla
cè̌sta	bcs	cȅsta	t͡sêsta
cělovàti	bcs	cjelòvati	t͡sjelǒʋati
cěvьnica	bcs	cjevànica	t͡sjeʋǎnit͡sa
cě̄dìti	bcs	cijèditi	t͡sijěditi
cě̄lìti	bcs	cijèliti	t͡sijěliti
cě̄nà	bcs	cijèna	t͡sijěna
cě̄nìti	bcs	cijeniti	t͡sijeniti
cě̄và	bcs	cȋva	t͡sîːʋa
cě̑lъ	bcs	cȉo	t͡sîo
cě̑vь	bcs	cȉjev	t͡sîjeʋ
da	bcs	dȁ	dâ
dajati	bcs	dajȁt	dajât
dalèkъ	bcs	dàlek	dǎlek
datelь	bcs	dȁtelj	dâteʎ
davьnъ	bcs	dávan	dǎːʋan
dàti	bcs	dȁti	dâti
dȃnь	bcs	dan	dan
dȃrъ	bcs	dȃr	dâːr
debelъ	bcs	dèbeo	děbeo
deltò	bcs	dlijèto	dlijěto
dertì	bcs	drijèti	drijěti
desętъ	bcs	dèsētī	dêseti
desiti	bcs	dèsiti	děsiti
devętъ	bcs	dèvētī	dêʋeti
dérnъ	bcs	drȉjen	drîjen
dē̌žà	bcs	díža	dǐːʒa
dělati	bcs	djȅlati	djêlati
děliti	bcs	dijèliti	dijěliti
dětę	bcs	dijète	dijěte
děti	bcs	djȅti	djêti
děvìca	bcs	djèvica	djěʋit͡sa
dě̀dъ	bcs	djȅd	djêd
dě̀lo	bcs	djȅlo	djêlo
dě̀va	bcs	djéva	djěːʋa
dě̀verь	bcs	djȅvēr	djêʋeːr
dě́lъ	bcs	dȉjel	dîjel
dȅsętь	bcs	dȅsēt	dêseːt
dȅsnъ	bcs	dèsnī	děsniː
dȅvętь	bcs	dȅvēt	dêʋeːt
dȇrvo	bcs	drȉjevo	drîjeʋo
dętelъ	bcs	djètao	djětao
divьnъ	bcs	dȋvan	dîːʋan
dȋvo	bcs	dȋvo	dîːʋo
do	bcs	dȍ	dô
doba	bcs	dȍba	dôba
dobrъ	bcs	dȍbar	dôbar
dojidlica	bcs	dòjilica	dǒjilit͡sa
dojìti	bcs	dòjiti	dǒjiti
dolъ	bcs	dȏ	dôː
domovъ	bcs	dómov	dǒːmoʋ
dòlnь	bcs	dlȁn	dlân
dòrga	bcs	drȁga	drâɡa
dȍma	bcs	dȍma	dôma
dȏmъ	bcs	dȏm	dôːm
dȏrgъ	bcs	drȃg	drâːɡ
dǫ̀ti	bcs	dȕti	dûti
dǭgà	bcs	dúga	dǔːɡa
dǫ̑bъ	bcs	dȗb	dûːb
drě̄màti	bcs	drijèmati	drijěmati
drobà	bcs	dróba	drǒːba
drobìna	bcs	dróba	drǒːba
drobìti	bcs	dròbiti	drǒbiti
drobъ	bcs	drȏb	drôːb
drobьnъ	bcs	drȍban	drôban
drozdъ	bcs	drȏzd	drôːzd
dročiti	bcs	drȍčiti	drôt͡ʃiti
drǫ́gъ	bcs	drȗg	drûːɡ
drǫ́kъ	bcs	druk	druk
družìna	bcs	drùžina	drǔʒina
drȗgъ	bcs	drȗg	drûːɡ
drāpàti	bcs	drápati	drǎːpati
drāžìti	bcs	drážiti	drǎːʒiti
drъ̏vo	bcs	dȑvo	dr̂ʋo
dunǫti	bcs	dúnuti	dǔːnuti
duplò	bcs	dúplo	dǔːplo
dupl̨a	bcs	dúplja	dǔːpʎa
durьnъ	bcs	dȗran	dûːran
dȗxъ	bcs	dȗh	dûːx
dva	bcs	dvȃ	dʋâː
dvojь	bcs	dvȍji	dʋôji
dvòrъ	bcs	dvȏr	dʋôːr
dvьrь	bcs	dvari	dʋari
dỳmъ	bcs	dȉm	dîm
dāvàti	bcs	dávati	dǎːʋati
dāvìti	bcs	dáviti	dǎːʋiti
dīvìti sę	bcs	díviti se	dǐːʋiti
dūrìti sę	bcs	dúriti se	dǔːriti
dūxàti	bcs	dúhati	dǔːxati
dūšà	bcs	dúša	dǔːʃa
dъkti	bcs	kćȋ	kt͡ɕîː
dъnò	bcs	dnȍ	dnô
dъva	bcs	dvȃ	dʋâː
dъvojь	bcs	dvȍji	dʋôji
dъxnǫti	bcs	dàhnuti	dǎxnuti
dъxъ	bcs	dȃh	dâːx
dъždžь	bcs	dȃžd	dâːʒd
dъ̑lgъ	bcs	dȗg	dûːɡ
dьbrь	bcs	debri	debri
dьlbiti	bcs	dúbiti	dǔːbiti
dьlgotà	bcs	dugòta	duɡǒta
dьlti	bcs	dúpsti	dǔːpsti
dьnьsь	bcs	dànas	dǎnas
dьrati	bcs	dráti	drǎːti
dьrpati	bcs	dŕpati	dřːpati
dьrznǫti	bcs	dȑznuti	dr̂znuti
dьrzъkъ	bcs	dȑzak	dr̂zak
dьržati	bcs	dr̀žati	dřʒati
dь̀lgъ	bcs	dȕg	dûɡ
dь̑nь	bcs	dȃn	dâːn
elьcь	bcs	jálac	jǎːlat͡s
erębica	bcs	jerèbica	jerěbit͡sa
esmь	bcs	jèsam	jěsam
estь	bcs	jȅst	jêst
eto	bcs	ȅto	êto
ešče	bcs	jȍšt	jôʃt
ežina	bcs	jèžina	jěʒina
ežь	bcs	jȇž	jêːʒ
ědro	bcs	jȅdro	jêdro
ěrę	bcs	jȁre	jâre
ěrina	bcs	jȁrina	jârina
ěrostь	bcs	járōst	jǎːroːst
ěrъ	bcs	jȁra	jâra
ěrъka	bcs	jȁrka	jârka
ěrь	bcs	glȍta	ɡlôta
ěrьcь	bcs	jȁrac	jârat͡s
ěsti	bcs	jȅsti	jêsti
ěxati	bcs	jȁhati	jâxati
ězda	bcs	jezda	jezda
ě̀snъ	bcs	jȁsan	jâsan
ě̀to	bcs	jȁto	jâto
ě̑dь	bcs	jȃd	jâːd
ě̑rъ	bcs	jȃr	jâːr
ȅsenь	bcs	jȅsēn	jêseːn
ȇ̌dъ	bcs	ȉjed	îjed
ędrъ	bcs	jédar	jěːdar
ęti	bcs	jéti	jěːti
ętry	bcs	jȇtrva	jêːtrʋa
ęzỳkъ	bcs	jèzik	jězik
ęčati	bcs	jéčati	jěːt͡ʃati
ęčьmy	bcs	jȅčmēn	jêt͡ʃmeːn
gaditi	bcs	gȁditi	ɡâditi
gasnǫti	bcs	gȁsnuti	ɡâsnuti
gatati	bcs	gátati	ɡǎːtati
gàdъ	bcs	gȁd	ɡâd
gàziti	bcs	gȁziti	ɡâziti
glabati	bcs	glȁbati	ɡlâbati
glàdъkъ	bcs	glȁdak	ɡlâdak
glę̀dati	bcs	glȅdati	ɡlêdati
glìna	bcs	gnjȉla	ɡɲîla
glìva	bcs	gljȉva	ɡʎîʋa
globa	bcs	glȍba	ɡlôba
globati	bcs	glòbati	ɡlǒbati
globìti	bcs	glòbiti	ɡlǒbiti
glota	bcs	glȍta	ɡlôta
glògъ	bcs	glȍg	ɡlôɡ
glumiti	bcs	glúmiti	ɡlǔːmiti
glupъ	bcs	glȗp	ɡlûːp
glȗxъ	bcs	glȗh	ɡlûːx
glъtati	bcs	gùtati	ɡǔtati
glьjь	bcs	glȇj	ɡlêːj
gnestì	bcs	gnjèsti	ɡɲěsti
gně̀vъ	bcs	gnjȅv	ɡɲêʋ
gně̄zdò	bcs	gnijèzdo	ɡnijězdo
gnȏjь	bcs	gnȏj	ɡnôːj
gnusiti	bcs	gnúsiti	ɡnǔːsiti
gnusьnъ	bcs	gnȕsan	ɡnûsan
gnȗsъ	bcs	gnȗs	ɡnûːs
gńilъ	bcs	gnȉo	ɡnîo
gńìda	bcs	gnjȉda	ɡɲîda
gńìti	bcs	gnjȉti	ɡɲîti
gobino	bcs	gobino	ɡobino
godina	bcs	gȍdina	ɡôdina
goditi	bcs	gòditi	ɡǒditi
godъ	bcs	gȏd	ɡôːd
godьnъ	bcs	gȍdan	ɡôdan
gojiti	bcs	gòjiti	ɡǒjiti
golěmъ	bcs	gòlem	ɡǒlem
golěnь	bcs	gȍlijen	ɡôlijen
golgolati	bcs	glagòlati	ɡlaɡǒlati
golgolъ	bcs	glágolj	ɡlǎːɡoʎ
golota	bcs	golòta	ɡolǒta
golǫbъ	bcs	golùbijī	ɡolǔbijiː
golvà	bcs	gláva	ɡlǎːʋa
gonìti	bcs	gòniti	ɡǒniti
gorà	bcs	gòra	ɡǒra
gorěti	bcs	gòrjeti	ɡǒrjeti
gorьjь	bcs	gȍrī	ɡôriː
gorьkъ	bcs	górak	ɡǒːrak
gospodinъ	bcs	gospòdin	ɡospǒdin
gospodь	bcs	gȍspōd	ɡôspoːd
gověti	bcs	gòvjeti	ɡǒʋjeti
govę̀do	bcs	gòvedo	ɡǒʋedo
govorìti	bcs	govòriti	ɡoʋǒriti
govorъ	bcs	gȍvōr	ɡôvoːr
govьnò	bcs	góvno	ɡǒːʋno
gòlъ	bcs	gȏ	ɡôː
gòrxъ	bcs	grȁh	ɡrâx
gȍlǫbь	bcs	gȍlūb	ɡôluːb
gȏjь	bcs	gȏj	ɡôːj
gȏldъ	bcs	glȃd	ɡlâːd
gȏlsъ	bcs	glȃs	ˈɡlaːs
gȏrdъ	bcs	grȃd	ɡrâːd
gȏstь	bcs	gȏst	ɡôːst
gǫsti	bcs	gústi	ɡǔːsti
gǫ̀ba	bcs	gȕba	ɡûba
gǫ̑stъ	bcs	gȗst	ɡûːst
grajati	bcs	grȁjati	ɡrâjati
grakati	bcs	grákati	ɡrǎːkati
gramada	bcs	gramáda	ɡramǎːda
gràbiti	bcs	grȁbiti	ɡrâbiti
gràdъ	bcs	grȁd	ɡrâd
grebenь	bcs	grȅben	ɡrêben
greti	bcs	grèpsti	ɡrěpsti
grějati	bcs	grȅjati	ɡrêjati
grěti	bcs	grȅjati	ɡrêjati
grě́xъ	bcs	grȉjeh	ɡrîjex
gręsti	bcs	grèsti	ɡrěsti
grę̄dà	bcs	gréda	ɡrěːda
grę̑znǫti	bcs	grȅznuti	ɡrêznuti
grę̑zь	bcs	grȇz	ɡrêːz
gribati	bcs	gribati	ɡribati
grivьna	bcs	grȋvna	ɡrîːʋna
grìva	bcs	grȉva	ɡrîʋa
grobъ	bcs	grȍb	ɡrôb
gromada	bcs	gromáda	ɡromǎːda
grozà	bcs	gròza	ɡrǒza
grozdьje	bcs	grȏzđe	ɡrôːʑd͡ʑe
groziti	bcs	gròziti	ɡrǒziti
grozьnъ	bcs	grȏzan	ɡrôːzan
gròzdъ	bcs	grȏzd	ɡrôːzd
grȏmъ	bcs	grȏm	ɡrôːm
grǫziti	bcs	grȕziti	ɡrûziti
grǫ̑dь	bcs	grȗd	ɡrûːd
grỳzti	bcs	grȉsti	ɡrîsti
grъměždžь	bcs	kr̀mēlj	křmeːʎ
grъmъ	bcs	gȓm	ɡr̂ːm
grьměti	bcs	gr̀mljeti	ɡř̩mʎeti
gubìti	bcs	gùbiti	ɡǔbiti
gumьnò	bcs	gúmno	ɡǔːmno
gvě̄zdà	bcs	zvijèzda	zʋijězda
gybati	bcs	gíbati	ɡǐːbati
gyža	bcs	gȉža	ɡîʒa
gỳnǫti	bcs	gȉnuti	ɡînuti
gāsìti	bcs	gásiti	ɡǎːsiti
gъnàti	bcs	gnȁti	ɡnâti
gъnǫti	bcs	gànuti	ɡǎnuti
gъrkati	bcs	grkati	ɡrkati
gъ̀rdlo	bcs	gȑlo	ɡr̂lo
gъ̑rdъ	bcs	gȓd	ɡr̂ːd
gъ̑rstь	bcs	gȓst	ɡr̩̂ːst
i	bcs	i	i
jùgъ	bcs	jȕg	jûɡ
jȗnъ	bcs	jun	jun
jūxà	bcs	júha	jǔːxa
jьgrati	bcs	ìgrati	ǐɡrati
jьgъlà	bcs	ìgla	ǐɡla
jьlъ	bcs	il	il
jьmàti	bcs	ìmati	ǐmati
jьměti	bcs	imjeti	imjeti
jьmę	bcs	ȉme	îme
jьnogъ	bcs	ineg	ineɡ
jь̑go	bcs	igo	iɡo
kadìdlo	bcs	kàdilo	kǎdilo
kakъ	bcs	kàkī	kǎkiː
kaliti	bcs	káliti	kǎːliti
kamy	bcs	kȁmēn	kâmeːn
kara	bcs	kára	kǎːra
karati	bcs	kárati	kǎːrati
kasati	bcs	kȁsati	kâsati
kazati	bcs	kázati	kǎːzati
kaziti	bcs	kazíti	kazǐːti
kaznь	bcs	kȃzn	kâːzn
kašl̨ati	bcs	kàšljati	kǎʃʎati
kašlь	bcs	kȁšalj	kâʃaʎ
kašьl̨ati	bcs	kàšljati	kǎʃʎati
kašьlь	bcs	kȁšalj	kâʃaʎ
kàjati	bcs	kȁjati	kâjati
kȃlъ	bcs	kȃl	kâːl
klasti	bcs	klȁsti	klâsti
klějь	bcs	klȉja	klîja
klětь	bcs	klȉjet	klîjet
klěšča	bcs	klijèšta	klijěʃta
klěščiti	bcs	klijèštiti	klijěʃtiti
klęčati	bcs	kléčati	klěːt͡ʃati
klikъ	bcs	klȋk	klîːk
klìknǫti	bcs	klȉknuti	klîknuti
klokotati	bcs	klokòtati	klokǒtati
kl̨učiti	bcs	kljùčiti	kʎǔt͡ʃiti
kl̨ùka	bcs	kljȕka	kʎûka
kl̨účь	bcs	kljȗč	kʎûːt͡ʃ
kobь	bcs	kȏb	kôːb
kobьcь	bcs	kòbac	kǒbat͡s
kojariti	bcs	kojáriti	kojǎːriti
kokotъ	bcs	kȍkōt	kôkoːt
kokošь	bcs	kȍkōš	kôkoːʃ
kolě̀no	bcs	kòljeno	kǒʎeno
koliko	bcs	kȍliko 	kôliko
kolo	bcs	kȍlo	kôlo
kolti	bcs	klȁti	klâti
koltiti	bcs	klátiti	klǎːtiti
konъ	bcs	kȍn	kôn
konьcь	bcs	kònac	kǒnat͡s
kopa	bcs	kȍpa	kôpa
kopati	bcs	kòpati	kǒpati
koprъ	bcs	kȍpar	kôpar
kopьje	bcs	kòplje	kǒpʎe
korà	bcs	kȍra	kôra
korenь	bcs	kȍrijen	kôrijen
korica	bcs	kȍrica	kôrit͡sa
korìti	bcs	kòriti	kǒriti
kortъkъ	bcs	krátak	krǎːtak
korỳto	bcs	kòrito	kǒrito
korъ	bcs	kȏr	kôːr
korьcь	bcs	kòrac	kǒrat͡s
kosà	bcs	kòsa	kǒsa
kosnǫti sę	bcs	kosnuti se	kosnuti
kotìti sę	bcs	kòtiti 	kǒtiti
kotъ	bcs	kȏt	kôːt
kotьcь	bcs	kòtac	kǒtat͡s
kovati	bcs	kòvati	kǒʋati
kozà	bcs	kòza	kǒza
kozьlъ	bcs	kò̀zao	kǒzao
kòlda	bcs	klȁda	klâda
kòn̨ь	bcs	kȍnj	kôɲ
kòrsta	bcs	krȁsta	krâsta
kòrva	bcs	krȁva	krâʋa
kòšь	bcs	kȍš	kôʃ
kòža	bcs	kȍža	kôʒa
kórtъ	bcs	krȃt	krâːt
kȏlsъ	bcs	klȃs	klâːs
kȏstь	bcs	kȏst	kôːst
kȏsъ	bcs	kȏs	kôːs
kǫda	bcs	kùdā	kǔdaː
kǫpina	bcs	kopína	kopǐːna
kǫsati	bcs	kúsati	kǔːsati
kǫtja	bcs	kȕća	kût͡ɕa
kǫ́tъ	bcs	kȗt	kûːt
kǫ̑sъ	bcs	kȗs	kûːs
krajь	bcs	krȃj	krâːj
krakati	bcs	krákati	krǎːkati
krasà	bcs	krása	krǎːsa
krasti	bcs	krȁsti	krâsti
krasьnъ	bcs	krȃsan	krâːsan
kremy	bcs	krȅmēn	krêmeːn
krěpъ	bcs	krȉjep	krîjep
krěpъkъ	bcs	krȅpak	krêpak
krinica	bcs	krȋnica	krîːnit͡sa
kričati	bcs	kríčati	krǐːt͡ʃati
krȋkъ	bcs	krȋk	krîːk
krojiti	bcs	kròjiti	krǒjiti
kropiti	bcs	kròpiti	krǒpiti
krotiti	bcs	kròtiti	krǒtiti
krotъkъ	bcs	krȍtak	krôtak
krovъ	bcs	krȏv	krôːʋ
krȍsno	bcs	krȍsno	krôsno
krǫglъ	bcs	krȗgao	krûːɡao
krǫtiti	bcs	krútiti	krǔːtiti
krǫtъ	bcs	krȗt	krûːt
krǫčina	bcs	kručina	krut͡ʃina
krǫ̑gъ	bcs	krȗg	krûːɡ
krupьnъ	bcs	krúpan	krǔːpan
kruxъ	bcs	krȕh	krûx
kry	bcs	kȓv	kr̂ːʋ
krỳti	bcs	krȉti	krîti
krīdlò	bcs	krílo	krǐːlo
krūpà	bcs	krúpa	krǔːpa
krъvьnъ	bcs	kȓvnī	kr̂ːʋniː
kujati	bcs	kȕjati	kûjati
kuka	bcs	kȕka	kûka
kukati	bcs	kȕkati	kûkati
kukonosъ	bcs	kukònos	kukǒnos
kurъ	bcs	kȕr	kûr
kutiti	bcs	kútiti	kǔːtiti
kuča	bcs	kúča	kǔːt͡ʃa
kùditi	bcs	kȕditi	kûditi
kùpъ	bcs	kȕp	kûp
kvȃsъ	bcs	kvȃs	kʋâːs
kvě̑tъ	bcs	cvȉjet	t͡sʋîjet
kvisti	bcs	cvàsti	t͡sʋǎsti
kydati	bcs	kȉdati	kîdati
kydnǫti sę	bcs	kȉnuti se	kînuti se
kyjь	bcs	kij	kij
kypě̀ti	bcs	kípjeti	kǐːpjeti
kysati	bcs	kisati	kisati
kyslъ	bcs	kȉsao	kîsao
kysьlъ	bcs	kȉsao	kîsao
kyxati	bcs	kíhati	kǐːxati
kỳla	bcs	kȉla	kîla
kādìti	bcs	káditi	kǎːditi
kūrìti	bcs	kúriti	kǔːriti
kъ	bcs	k	k
kъde	bcs	gdjȅ	ɡdjê
kъjь	bcs	kòjī	kǒjiː
kъlpь	bcs	kȗp	kûːp
kъlъ	bcs	kȃl	kâːl
kъn	bcs	k	k
kъrkati	bcs	kŕkati	křːkati
kъrknǫti	bcs	kȑknuti	kr̂knuti
kъrma	bcs	kŕma	křːma
kъrnъ	bcs	kȓn	kr̂ːn
kъrzno	bcs	kŕzno	křːzno
kъsьnъ	bcs	kȁsan	kâsan
kъto	bcs	tkȍ	tkô
kъxati	bcs	kȁhati	kâxati
kъxnǫti	bcs	kȁhnuti	kâxnuti
kъ̀rpa	bcs	kȑpa	kr̂pa
lamъ	bcs	lȃm	lâːm
lazъ	bcs	lȁz	lâz
làjati	bcs	lȁjati	lâjati
làpa	bcs	lȁpa	lâpa
làska	bcs	lȁska	lâska
làskati	bcs	lȁskati	lâskati
làziti	bcs	lȁziti	lâziti
legti	bcs	lèći	lět͡ɕi
letěti	bcs	lètjeti	lětjeti
ležàti	bcs	lèžati	lěʒati
lěgati	bcs	lijègati	lijěɡati
lěnìvъ	bcs	ljèniv	ʎěniʋ
lěnъ	bcs	lȉjen	lîjen
lěnь	bcs	lȉjen	lîjen
lěpiti	bcs	lijèpiti	lijěpiti
lěviti	bcs	léviti	lěːʋiti
lě̀to	bcs	ljȅto	ʎêto
lě̀zti	bcs	ljȅsti	ʎêsti
lě̑pъ	bcs	lȉjep	lîjep
lě̑sъ	bcs	lȉjes	lîjes
lě̑vъ	bcs	lȉjevī	lîjeʋiː
lě̑xà	bcs	lijèha	lijěxa
lȇdъ	bcs	lȇd	lêːd
lisìca	bcs	lìsica	lǐsit͡sa
lisъ	bcs	lȋs	lîːs
lixo	bcs	lȋho	lîːxo
lixъ	bcs	lȉh	lîx
lišiti	bcs	líšit	lǐːʃit
lìti	bcs	lȉti	lîti
lobъzati	bcs	lobzbȁt	lobzbât
lokati	bcs	lòkati	lǒkati
loky	bcs	lȍkva	lôkʋa
lomìti	bcs	lòmiti	lǒmiti
lopàta	bcs	lòpata	lǒpata
lovìti	bcs	lòviti	lǒʋiti
lozà	bcs	lòza	lǒza
lošь	bcs	lȍš	lôʃ
lože	bcs	lȍže	lôʒe
ložìti	bcs	lòžiti	lǒʒiti
lȏgъ	bcs	lȏg	lôːɡ
lȏjь	bcs	lȏj	lôːj
lȏvъ	bcs	lȏv	lôːʋ
lǫkàvъ	bcs	lùkav	lǔkaʋ
lǭčìti	bcs	lúčiti	lǔːt͡ʃiti
lǫ̑gъ	bcs	lȗg	lûːɡ
lǫ̑kъ	bcs	lȗk	lûːk
ludъ	bcs	lȗd	lûːd
lunà	bcs	lúna	lǔːna
luska	bcs	ljȕska	ʎûska
luskati	bcs	ljȕskati	ʎûskati
luspa	bcs	ljȕspa	ʎûspa
luzga	bcs	luzga	luzɡa
lučiti	bcs	lúčiti	lǔːt͡ʃiti
luščiti	bcs	ljúštiti	ʎǔːʃtiti
lùža	bcs	lȕža	lûʒa
lȗbъ	bcs	lȗb	lûːb
lysъ	bcs	lȋs	lîːs
līcè	bcs	líce	lǐːt͡se
līzàti	bcs	lízati	lǐːzati
lǭkà	bcs	lúka	lǔːka
lūčà	bcs	lȕča	lût͡ʃa
l̨ubo	bcs	ljubo	ʎubo
l̨uby	bcs	ljúbav	ʎǔːbaʋ
l̨ubъ	bcs	ljub	ʎub
l̨utiti	bcs	ljútiti	ʎǔːtiti
l̨utъ	bcs	ljȗt	ʎûːt
l̨ȗdьje	bcs	ljȗdi	ʎûːdi
l̨ūbìti	bcs	ljúbiti	ʎǔːbiti
lъgati	bcs	làgati	lǎɡati
lъža	bcs	làža	lǎʒa
lъžь	bcs	lȃž	lâːʒ
lьgъkъ	bcs	lȁk	lâk
lьjati	bcs	lijati	lijati
lьněnъ	bcs	lȁnen	lânen
lь̑nъ	bcs	lȁn	lân
lь̑stь	bcs	last	last
malъkъ	bcs	mȁlak	mâlak
manǫti	bcs	manúti	manǔːti
materьstvo	bcs	materstvo	materstʋo
màkъ	bcs	mȁk	mâk
màlъ	bcs	mȁo	mâo
màslo	bcs	mȁslo	mâslo
màti	bcs	mȁti	mâti
màzati	bcs	mȁzati	mâzati
mȃmъ	bcs	mȃm	mâːm
mȃstь	bcs	mȃst	mâːst
medjà	bcs	mèđa	měd͡ʑa
medju	bcs	mȅđu	mêd͡ʑu
medojědъ	bcs	mȅdojēd	mêdojeːd
medvà	bcs	mèdva	mědʋa
medvě̀dь	bcs	mèdvjed	mědʋjed
melkò	bcs	mlijèko	mlijěko
melti	bcs	mljȅti	mʎêti
melzti	bcs	mȕsti	mûsti
mene	bcs	méne	měːne
merti	bcs	mrijèti	mrijěti
mestì	bcs	mèsti	městi
metàti	bcs	mètati	mětati
mèrža	bcs	mrȅža	mrêʒa
měna	bcs	mijèna	mijěna
měniti	bcs	mijeniti	mijeniti
mě̀dь	bcs	mjȅd	mjêd
mě̀ra	bcs	mjȅra	mjêra
mě̀riti	bcs	mjȅriti	mjêriti
mě̀sęcь	bcs	mjȅsēc	mjêseːt͡s
mě̀sto	bcs	mjȅsto	mjêsto
mě̄zgà	bcs	mézga	měːzɡa
mě̑sìti	bcs	mijèsiti	mijěsiti
mȇdъ	bcs	mȇd	mêːd
mę	bcs	me	me
męknǫti	bcs	mȅknuti	mêknuti
mękъkъ	bcs	mȅk	mêk
męsti	bcs	mésti	měːsti
mę̑so	bcs	mȇso	mêːso
migati	bcs	mȉgati	mîɡati
mimo	bcs	mȉmo	mîmo
minovati	bcs	minòvati	minǒʋati
minǫti	bcs	mínuti	mǐːnuti
mirъ	bcs	mȋr	mîːr
mitě	bcs	míće	mǐːt͡ɕe
mižati	bcs	míždati	mǐːʒdati
mìlъ	bcs	mȉo	mîo
mȋgъ	bcs	mȋg	mîːɡ
modliti	bcs	mòliti	mǒliti
modrъ	bcs	mȍdar	môdar
mogti	bcs	mòći	mǒt͡ɕi
mogtь	bcs	mȏć	môːt͡ɕ
mojь	bcs	mȏj	môːj
mokrъ	bcs	mȍkar	môkar
moldenьcь	bcs	mlȁdjenac	mlâdjenat͡s
moldъ	bcs	mlȃd	mlâːd
moldьnъ	bcs	mlȁdan	mlâdan
