dikъjь	upper_sorbian	dźiki	[ˈd͡ʒikʲi]		CORRECTED
dòrga	upper_sorbian	dróha	[ˈdʀʊha]		CORRECTED
dȏmъ	upper_sorbian	dom	[ˈdom]		CORRECTED
drabъ	upper_sorbian	draby	[ˈdʀabɨ]		CORRECTED
drobà	upper_sorbian	drobina	[ˈdʀobʲina]		CORRECTED
drobìna	upper_sorbian	drobina	[ˈdʀobʲina]		CORRECTED
drobъ	upper_sorbian	drob	[ˈdʀop]		CORRECTED
dvòrъ	upper_sorbian	dwór	[ˈdwʊɐ̯]		CORRECTED
dvьrь	upper_sorbian	 dwěrja	[ˈdvʲɪʀʲa]		CORRECTED
dъždžь	upper_sorbian	dešć	[ˈdeʃt͡ʃ]		CORRECTED
dь̑nь	upper_sorbian	dźeń	[ˈd͡ʒenʲ]		CORRECTED
erębina	upper_sorbian	jerjabina	[ˈjeʀʲabʲina]		CORRECTED
eterъ	upper_sorbian	wotry	ɤʃʉʉǎ̀üʉʉǎǎüʉʉǎǎʈìüxʙʙ͡͡ĭǔ̪
ežь	upper_sorbian	jěž	[ˈjɪʃ]		CORRECTED
ěti	upper_sorbian	jěć	[ˈjɪt͡ʃ]		CORRECTED
ě̑dь	upper_sorbian	jědź	[ˈjɪt͡ʃ]		CORRECTED
ȇ̌dъ	upper_sorbian	jěd	[ˈjɪt]		CORRECTED
gně̀vъ	upper_sorbian	gněw	[ˈhnʲɪw]		CORRECTED
gojiti	upper_sorbian	hójić	[ˈhʊjit͡ʃ]		CORRECTED
golvà	upper_sorbian	hɫowa	[ˈwowa]		CORRECTED
gorà	upper_sorbian	hora	[ˈhɔra]		CORRECTED
gòrxъ	upper_sorbian	hroch	[ˈʀox]		CORRECTED
gȏldъ	upper_sorbian	hɫód	[ˈwʊt]		CORRECTED
gȏlsъ	upper_sorbian	hɫós	[ˈwʊs]		CORRECTED
gȏrdъ	upper_sorbian	hród	[ˈʀʊt]		CORRECTED
grě́xъ	upper_sorbian	hrěch	[ˈʀʲɪx]		CORRECTED
gryzati	upper_sorbian	hryzać	[ˈʀɨzat͡ʃ]		CORRECTED
gvě̄zdà	upper_sorbian	hwězda	[ˈvʲɪzda]		CORRECTED
jьměti	upper_sorbian	měć	[ˈmʲɪt͡ʃ]		CORRECTED
jьmę	upper_sorbian	mjeno	[ˈmʲɛnɔ]		CORRECTED
kaziti	upper_sorbian	kazyć	[ˈkazɨt͡ʃ]		CORRECTED
konьcь	upper_sorbian	kónc	[ˈkʊnt͡s]		CORRECTED
kosà	upper_sorbian	kosa	ɤʃâiâřʈ̀ʎʀʀìˈˈi̞¡χˈ̥ɘʂʔʊɕʃé
kòlda	upper_sorbian	kɫóda	[ˈkwʊda]		CORRECTED
kòn̨ь	upper_sorbian	kóń	[ˈkʊjn]		CORRECTED
kòrva	upper_sorbian	kruwa	[ˈkʀuwa]		CORRECTED
kȏlsъ	upper_sorbian	kɫós	[ˈkʊs]		CORRECTED
kroma	upper_sorbian	kroma	[ˈkʀoma]		CORRECTED
kry	upper_sorbian	krej	[ˈkʀej]		CORRECTED
kuka	upper_sorbian	kuka	ɤjjjvjɾjjɾjɾjjɾjɾjjɾjɾjjɾjɾ
kvě̑tъ	upper_sorbian	květ	[ˈkʲɪt]		CORRECTED
kyprъjь	upper_sorbian	kipry	[ˈkʲipʀɨ]		CORRECTED
kъlpь	upper_sorbian	koɫṕ	[ˈkow]		CORRECTED
lakati	upper_sorbian	ɫakać	[ˈwakat͡ʃ]		CORRECTED
ležàti	upper_sorbian	ležeć	[ˈleʒɛt͡ʃ]		CORRECTED
lěgati	upper_sorbian	lěhać	[ˈlɪhat͡ʃ]		CORRECTED
lě̑pъ	upper_sorbian	lěp	[ˈlɪp]		CORRECTED
lȇdъ	upper_sorbian	lód	[ˈlʊt]		CORRECTED
lękti	upper_sorbian	lac	[ˈlat͡s]		CORRECTED
luska	upper_sorbian	ɫuska	[ˈwuska]		CORRECTED
lь̑nъ	upper_sorbian	len	[ˈlɛn]		CORRECTED
lь̑stь	upper_sorbian	lesć	[ˈlɛst͡ʃ]		CORRECTED
mara	upper_sorbian	mara	[ˈmaʀa]		CORRECTED
medjà	upper_sorbian	mjeza	[ˈmʲɛza]		CORRECTED
melkò	upper_sorbian	mloko	[ˈmlokɔ]		CORRECTED
melti	upper_sorbian	mlěć	[ˈmlɪt͡ʃ]		CORRECTED
mě̀dь	upper_sorbian	mjedź	[ˈmet͡ʃ]		CORRECTED
mě̀ra	upper_sorbian	měra	[ˈmʲɪʀa]		CORRECTED
mě̀sto	upper_sorbian	město	[ˈmʲɪstɔ]		CORRECTED
mě̄zgà	upper_sorbian	měza	[ˈmʲɪza]		CORRECTED
mȇdъ	upper_sorbian	měd	[ˈmʲɪt]		CORRECTED
mikati	upper_sorbian	mikać	[ˈmʲikat͡ʃ]		CORRECTED
modrъjь	upper_sorbian	módry	[ˈmʊdʀɨ]		CORRECTED
moldьnъjь	upper_sorbian	mɫódny	[ˈmʊdnɨ]		CORRECTED
moltiti	upper_sorbian	mɫócić	[ˈmʊt͡sit͡ʃ]		CORRECTED
mòrzъ	upper_sorbian	mróz	[ˈmʀʊs]		CORRECTED
mȏltъ	upper_sorbian	mɫót	[ˈmʊt]		CORRECTED
mȏstъ	upper_sorbian	móst	[ˈmʊst]		CORRECTED
mъxъ	upper_sorbian	moch	[ˈmox]		CORRECTED
netopyr'ь	upper_sorbian	njetopyŕ	[ˈnʲɛtopɨɐ̯]		CORRECTED
nevě̀sta	upper_sorbian	njewjesta	[ˈnewʲɛsta]		CORRECTED
neže	upper_sorbian	njež	[nʲɛʃ]		CORRECTED
nȅbo	upper_sorbian	njebjo	[ˈnebʲɔ]		CORRECTED
nogъtь	upper_sorbian	nochć	[ˈnoxt͡ʃ]		CORRECTED
nòžь	upper_sorbian	nóž	[ˈnʊʃ]		CORRECTED
nȏktь	upper_sorbian	nóc	[ˈnʊt͡s]		CORRECTED
nȏsъ	upper_sorbian	nós	[ˈnʊs]		CORRECTED
nuriti	upper_sorbian	nurić	[ˈnuʀʲit͡ʃ]		CORRECTED
olni	upper_sorbian	loni	ɤʃʉʉǎ̀üʉʉǎǎüʉʉǎǎʈìüʉǎǎüʉʉǎǎ
orlьja	upper_sorbian	rola	[ˈʀɔla]		CORRECTED
orsti	upper_sorbian	rośc	[ˈʀɔst͡ʃ]		CORRECTED
orь̀lъ	upper_sorbian	worjoɫ	[ˈwoʀʲow]		CORRECTED
ostrъjь	upper_sorbian	wótry	[ˈwʊtʀɨ]		CORRECTED
osъ̀tъ	upper_sorbian	wóst	[ˈwʊst]		CORRECTED
ògn'ь	upper_sorbian	woheń	[ˈwohen]		CORRECTED
olkomъjь	upper_sorbian	ɫakomy	[ˈwakomɨ]		CORRECTED
olkomъjьjь	upper_sorbian	ɫakomy	[ˈwakomɨ]		CORRECTED
òrdlo	upper_sorbian	radɫo	[ˈʀadwɔ]		CORRECTED
òsmь	upper_sorbian	wósom	[ˈwʊsom]		CORRECTED
ǫgorь	upper_sorbian	wuhor	[ˈwuhɔɐ̯]		CORRECTED
ǫ́žь	upper_sorbian	wuž	[ˈwuʃ]		CORRECTED
però	upper_sorbian	pjero	[ˈpʲɛʀɔ]		CORRECTED
pèlva	upper_sorbian	pluwa	[ˈpluwa]		CORRECTED
pěsъ̀kъ	upper_sorbian	pěsk	[ˈpʲɪsk]		CORRECTED
pě̀na	upper_sorbian	pěna	[ˈpʲɪna]		CORRECTED
pȇktь	upper_sorbian	pěc	[ˈpʲɪt͡s]		CORRECTED
pętà	upper_sorbian	pjata	[ˈpʲata]		CORRECTED
plotъ	upper_sorbian	pɫót	[ˈpʊt]		CORRECTED
podorgъ	upper_sorbian	podroha	[ˈpodʀoha]		CORRECTED
pòrgъ	upper_sorbian	próh	[ˈpʀʊ]		CORRECTED
pȍl̨e	upper_sorbian	polo	[ˈpɔlɔ]		CORRECTED
pretivъ	upper_sorbian	přećiwo	[ˈpʃet͡ʃiwɔ]		CORRECTED
pręsti	upper_sorbian	přasć	[ˈpʃast͡ʃ]		CORRECTED
pь̀sъ	upper_sorbian	pos	[ˈpɔs]		CORRECTED
pь̑nь	upper_sorbian	pjeń	[ˈpen]		CORRECTED
redъkъjь	upper_sorbian	rědki	[ˈʀʲɪtkʲi]		CORRECTED
rě̄kà	upper_sorbian	rěka	[ˈʀʲɪka]		CORRECTED
rě̑čь	upper_sorbian	rěč	[ˈʀʲɪt͡ʃ]		CORRECTED
rodìti	upper_sorbian	rodźić	̝ɤjjjɾjjɾjjɾjɾjjɾjɾjjɾjɾjjɾ
serdà	upper_sorbian	srjeda	[ˈsʀʲɛda]		CORRECTED
sèdmь	upper_sorbian	sydom	[ˈsɨdom]		CORRECTED
sěkti	upper_sorbian	syc	[ˈsɨt͡s]		CORRECTED
sě̀jati	upper_sorbian	syć	[ˈsɨt͡ʃ]		CORRECTED
sě̀ti	upper_sorbian	syć	[ˈsɨt͡ʃ]		CORRECTED
sě̀verъ	upper_sorbian	sowjer	[ˈsowʲɛɐ̯]		CORRECTED
sě̄dló	upper_sorbian	sydɫo	[ˈsɨdwɔ]		CORRECTED
sě̑no	upper_sorbian	syno	[ˈsɨnɔ]		CORRECTED
sòlma	upper_sorbian	sɫoma	[ˈswoma]		CORRECTED
sȏlь	upper_sorbian	sól	[ˈsɨl]		CORRECTED
spě̑xъ	upper_sorbian	spěch	[ˈspʲɪx]		CORRECTED
stornà	upper_sorbian	strona	[ˈstʀɔna]		CORRECTED
svě̑tъ	upper_sorbian	svět	[ˈswʲɪt]		CORRECTED
serъjь	upper_sorbian	šěry	[ˈʃɪʀɨ]		CORRECTED
sъdorvъjь	upper_sorbian	strowy	[ˈstʀowɨ]		CORRECTED
sъ̀nъ	upper_sorbian	són	[ˈsʊn]		CORRECTED
teplъjь	upper_sorbian	ćopɫy	[ˈtopwɨ]		CORRECTED
teti	upper_sorbian	ćepać	[ˈt͡ʃɛpat͡ʃ]		CORRECTED
tě̑sto	upper_sorbian	ćěsto	[ˈt͡ʃɪstɔ]		CORRECTED
tъ	upper_sorbian	tón	[ˈtʊn]		CORRECTED
tьma	upper_sorbian	ćma	[ˈt͡ʃma]		CORRECTED
vertenò	upper_sorbian	wrjećeno	[ˈʀet͡ʃɛnɔ]		CORRECTED
vě̀trъ	upper_sorbian	wětr	[ˈwʲɪt]		CORRECTED
vě̑no	upper_sorbian	wěno	[ˈvʲɪnɔ]		CORRECTED
vȅčerъ	upper_sorbian	wječor	[ˈwet͡ʃɔɐ̯]		CORRECTED
vixъrъ	upper_sorbian	wichor	[ˈwʲixɔɐ̯]		CORRECTED
vorta	upper_sorbian	wrota	[ˈʀɔta]		CORRECTED
vòlga	upper_sorbian	wɫoha	[ˈwoha]		CORRECTED
vòl̨a	upper_sorbian	wola	[ˈwɔla]		CORRECTED
vòrna	upper_sorbian	wróna	[ˈʀʊna]		CORRECTED
vȏlsъ	upper_sorbian	wɫós	[ˈwʊs]		CORRECTED
vȏrgъ	upper_sorbian	wróh	[ˈʀʊ]		CORRECTED
vȏzъ	upper_sorbian	wóz	[ˈwʊs]		CORRECTED
vỳknǫti	upper_sorbian	wuknyć	[ˈuknɨt͡ʃ]		CORRECTED
vъ̑šь	upper_sorbian	woš	[ˈwɔʃ]		CORRECTED
vьsь	upper_sorbian	wjes	[ˈwʲɛs]		CORRECTED
xȏldъ	upper_sorbian	chɫód	[ˈkwʊt]		CORRECTED
xvórstъ	upper_sorbian	chróst	[ˈkʀʊst]		CORRECTED
zȍlto	upper_sorbian	zɫoto	[ˈzwɔtɔ]		CORRECTED
čakati	upper_sorbian	čakać	[ˈtʃakat͡ʃ]		CORRECTED
čerdìti	upper_sorbian	črjódźić	[ˈt͡sʀʲʊd͡ʒit͡ʃ]		CORRECTED
černa	upper_sorbian	črona	[ˈt͡ʃʀɔna]		CORRECTED
čerslò	upper_sorbian	črjósɫo	[ˈt͡ʃʀʲʊswɔ]		CORRECTED
čȇrvo	upper_sorbian	črjewo	[ˈt͡sʀʲɛwɔ]		CORRECTED
čьrvь	upper_sorbian	čerw	[t͡ʃɛɐ̯]		CORRECTED
čьrnъjь	upper_sorbian	čorny	[ˈt͡ʃɔɐ̯nɨ]		CORRECTED
čь̑stь	upper_sorbian	česć	[ˈt͡ʃɛst͡ʃ]		CORRECTED
šestъjь	upper_sorbian	šesty	[ˈʃestɨ]		CORRECTED
šȇstь	upper_sorbian	šěsć	[ˈʃɪst͡ʃ]		CORRECTED
želza	upper_sorbian	žaɫza	[ˈʒawza]		CORRECTED
žę̄dàti	upper_sorbian	žadać	[ˈʒadat͡ʃ]		CORRECTED
žьlna	upper_sorbian	zelena ž.	ɤjjjvjˌɱccêššooŋ⁾ĭo⁾ĭjüí̂:⁽
àstrě̄bъ	upper_sorbian	jatřob	[ˈjat͡ʃop]		CORRECTED
ȁsenь	upper_sorbian	jaseń	[ˈjasen]		CORRECTED
blekotъ	upper_sorbian	blekot	[ˈblɛkɔt]		CORRECTED
bliskati	upper_sorbian	bɫyskać	[ˈbɨskat͡ʃ]		CORRECTED
blizna	upper_sorbian	bɫuzna	[ˈbuzna]		CORRECTED
blizъkъjь	upper_sorbian	blizki	[ˈbliskʲi]		CORRECTED
bràtъ	upper_sorbian	bratr	[ˈbʀat]		CORRECTED
divъ	upper_sorbian	dźiwi	[ˈd͡ʒiwʲi]		CORRECTED
ebàti	upper_sorbian	jebać	[ˈjɛbat͡ʃ]		CORRECTED
ledva	upper_sorbian	lědma	[ˈlɪdma]		CORRECTED
emelo	upper_sorbian	jemjel	[ˈjemʲɛl]		CORRECTED
esètrъ	upper_sorbian	jasotr	ɤjjvjv̌ʈʎjjvʎoʙʙ͡͡ĭ͡ĭè̥èjjü
ȅzerъ	upper_sorbian	jězer	[ˈjɪzɛɐ̯]		CORRECTED
gatъ	upper_sorbian	hat	[ˈhat]		CORRECTED
gorno	upper_sorbian	hrono	[ˈʀɔnɔ]		CORRECTED
gvozdъ	upper_sorbian	hózdź	[ˈhʊst͡ʃ]		CORRECTED
olьša	upper_sorbian	wólša	[ˈwʊlʃa]		CORRECTED
osa	upper_sorbian	wosa	[ˈwɔsa]		CORRECTED
kotorъ	upper_sorbian	kotry	[ˈkɔtʀɨ]		CORRECTED
mȃzъ	upper_sorbian	maz	[ˈmas]		CORRECTED
mь̀čь	upper_sorbian	mječ	[met͡ʃ]		CORRECTED
mě̑xъ	upper_sorbian	měch	[ˈmʲɪx]		CORRECTED
miglъ	upper_sorbian	mihel	[ˈmʲihɛl]		CORRECTED
obora	upper_sorbian	wobora	[ˈwobɔʀa]		CORRECTED
òrmę	upper_sorbian	ramjo	[ˈʀamʲɔ]		CORRECTED
ȍlkъtь	upper_sorbian	ɫochć	[ˈwoxt͡ʃ]		CORRECTED
sol(o)vikъ	upper_sorbian	syɫobik	[ˈsɨwobʲik]		CORRECTED
svòrka	upper_sorbian	sroka	[ˈsʀoka]		CORRECTED
vȇrsъ	upper_sorbian	wrjós	[ˈʀʲʊs]		CORRECTED
vòn̨ь	upper_sorbian	wón	[ˈwʊn]		CORRECTED
vỳgъn̨ь	upper_sorbian	wuheń	[ˈwuhen]		CORRECTED
čerdà	upper_sorbian	črjóda	[ˈt͡sʀʲʊda]		CORRECTED
čixati	upper_sorbian	čichać	[ˈt͡ʃixat͡ʃ]		CORRECTED
