bьčelà	ukrainian	bdžolá	bd͡ʒɔˈlɑ
cě̄lìti	ukrainian	cilýty	t͡sʲiˈlɪtɪ
cě̄nà	ukrainian	ciná	t͡sʲiˈnɑ
degъtь	ukrainian	díhotʹ	ˈdʲiɦɔtʲ
dérnъ	ukrainian	derén	deˈrɛn		IN_WIKTIONARY
dě́lъ	ukrainian	dil	ˈdʲil	dʲiˈlʲi	DIFFERENT
doba	ukrainian	dobá	dɔˈbɑ
dolъ	ukrainian	dil	ˈdʲil	dʲiˈlʲi	DIFFERENT
dovьlěti	ukrainian	dovlíty	doˈu̯lʲitɪ
dòl̨a	ukrainian	dólja	ˈdɔlʲɐ		IN_WIKTIONARY
dȏmъ	ukrainian	dim	[ˈdʲim]		CORRECTED
drobà	ukrainian	drobyná	drɔbeˈnɑ
drobìna	ukrainian	drobyná	drɔbeˈnɑ
drobъ	ukrainian	drib	[ˈdrib]		CORRECTED
drozdъ	ukrainian	drizd	ˈdrʲizd	ˈdrʲizd	SAME
drǫ́kъ	ukrainian	drjuk	ˈdrʲuk	ˈdrʲʊkk	DIFFERENT
drāpàti	ukrainian	drápaty	ˈdrɑpɐ
dura	ukrainian	djúra	ˈdʲurɐ
durь	ukrainian	durʹ	durʲ
dužьjь	ukrainian	dúžyj	ˈduʒɪj
dьrba	ukrainian	dérba	ˈdɛrbɐ
dьrbati	ukrainian	dérbaty	ˈdɛrbɐte
dьrgati	ukrainian	dérhaty	ˈdɛrɦɐte
elьcь	ukrainian	jalécʹ	jɐˈlɛt͡sʲ
ese	ukrainian	osé	ɔˈsɛ
esetь	ukrainian	ósitʹ	ˈɔsʲitʲ
evìnъ	ukrainian	ovín	oˈu̯ʲin
ežь	ukrainian	již	ˈjiʒ	ˈjiʒ	SAME
ěrina	ukrainian	jaryná	jɐreˈnɑ
erъjь	ukrainian	járyj	ˈjɑrei̯
ěrьcь	ukrainian	jarécʹ	jɑˈrɛt͡sʲ
ȅsenь	ukrainian	ósinʹ	ˈɔsʲinʲ
ȇ̌dъ	ukrainian	jid	[ˈjid]		CORRECTED
ęti	ukrainian	játy	ˈjɑte
gabati	ukrainian	hábaty	ˈɦɑbɐ
glìva	ukrainian	hlíva	ˈɦlʲiu̯ɐ
globa	ukrainian	hlobá	ɦlɔˈbɑ
globìti	ukrainian	hlobýty	ɦɫɔˈbɪtɪ
glota	ukrainian	glotá	ɡlɔˈtɑ
glògъ	ukrainian	glig	ɡlʲik	ˈɡlʲiɡ	DIFFERENT
glьjь	ukrainian	hlej	ˈɦlɛi̯	ˈɦlɛi̯	SAME
gně̄zdò	ukrainian	hnizdó	ɦnʲizˈdɔ
gojiti	ukrainian	hójity	ˈɦɔjite
gospodь	ukrainian	hospódʹ	ɦɔˈspɔdʲ
govьnò	ukrainian	hivnó	ɦiu̯ˈnɔ
gȏrdъ	ukrainian	hórod	ˈɦɔrɔd
gȏstь	ukrainian	hist	ˈɦʲist	ˈɦʲist	SAME
gǫgniti	ukrainian	gugnýty	ɡuˈɡnɪtɪ
gǫsti	ukrainian	hustí	ɦusʲˈtʲi
gręsti	ukrainian	grjastý	ɡrʲaˈstɪ
gręza	ukrainian	grjazjá	ɡʲrʲɐˈzʲɑ
grivьna	ukrainian	hrývna	ˈɦrɪu̯nɐ
grȏmъ	ukrainian	hrim	ˈɦrʲim	ˈɦrʲim	SAME
grustь	ukrainian	hrustʹ	ˈɦrusʲtʲ
gvorъ	ukrainian	hvor	ˈɦʋɔr	ɦwɔr	DIFFERENT
jьgrati	ukrainian	hráty	ˈɦrɑte		IN_WIKTIONARY
jьgъlà	ukrainian	hólka	ˈɦɔlkɐ
jьlьmъ	ukrainian	ilʹm	ˈilʲm
jьmàti	ukrainian	máty	ˈmɑte
jьměti	ukrainian	imíty	iˈmʲitɪ
jьmę	ukrainian	imʹá	iˈmʲjɑ
jь̑go	ukrainian	ího	ˈɔɦɔ
kaliti	ukrainian	kalyty	kaˈlɪtɪ
kara	ukrainian	kára	ˈkɑrɐ
kaziti	ukrainian	kazýty	kɐˈzɪtɪ
kl̨ùka	ukrainian	kljúka	ˈklʲukɐ
kolo	ukrainian	kólo	ˈkɔlɔ
korda	ukrainian	kóroda	kɔrɔˈdɑ
kòšь	ukrainian	kiš	[ˈkiʃ]		CORRECTED
kȏlsъ	ukrainian	kólos	ˈkɔlɔs
kȏsъ	ukrainian	kis	ˈkʲis	ˈkis	DIFFERENT
kǫtati	ukrainian	kútaty	ˈkutɐte
kǫtja	ukrainian	kúča	ˈkut͡ʃɐ
krečetъ	ukrainian	kréčet	ˈkrɛt͡ʃet
krukъ	ukrainian	kruk	ˈkruk	ˈkruk	SAME
krīdlò	ukrainian	kryló	kreˈlɔ
kuka	ukrainian	kúka	ˈkukɐ
kydati	ukrainian	kýdaty	ˈkɪdɐtɪ
kydnǫti	ukrainian	kýnuty	ˈkɪnʊtɪ
kỳla	ukrainian	kýla	ˈkɪlɐ
lasъjь	ukrainian	lásyj	ˈlɑsei̯
làjati	ukrainian	lájati	lɐjɪtʲɪ
legti	ukrainian	ljagtý	lʲɐˈɡtɪ
ležàti	ukrainian	ležaty	lɛˈʒatɪ	ˈleʒɐte	DIFFERENT
lěviti	ukrainian	leviti	ˈlɛʋiti	ˈlɛu̯ʲitʲi	DIFFERENT
lě̑sъ	ukrainian	lis	[ˈlʲis]		CORRECTED
lě̑xà	ukrainian	ljaxá	lʲɐˈxɑ
lȇdъ	ukrainian	lid	ˈlʲid	ˈlʲid	SAME
lisa	ukrainian	lýsa	ˈlɪsɐ
lisìca	ukrainian	lýsa	ˈlɪsɐ
lixo	ukrainian	lýxo	ˈlɪxo
lososь	ukrainian	losósʹ	lɔˈsɔsʲ
ložìti	ukrainian	ložýty	lɔˈʒɪtɪ
lunà	ukrainian	luná	lʊˈnɑ		IN_WIKTIONARY
luspa	ukrainian	lušpá	lʊˈʃpɑ
lytъka	ukrainian	lýtka	ˈlɪtkɐ
lǭkà	ukrainian	luká	lʊˈkɑ
l̨utiti	ukrainian	ljútyty	ˈlʲutete
lъžь	ukrainian	ložʹ	lɔˈʐlɛk
mara	ukrainian	mará	mɐˈrɑ
medjà	ukrainian	mežá	meˈʒɑ		IN_WIKTIONARY
mene	ukrainian	mené	meˈnɛ
mě̀dь	ukrainian	midʹ	mʲiˈdʲi
mitusь	ukrainian	mýtusʹ	ˈmɪtʊsʲ
mlinъ	ukrainian	mlin	ˈmlʲin	ˈmlʲin	SAME
morà	ukrainian	móra	ˈmɔrɐ
morky	ukrainian	morokvá	mɔrɔˈkʋɑ
morvi	ukrainian	muravýj	mʊrɐˈu̯ɪi̯
murъjь	ukrainian	múryj	mureˈi̯
mъldni	ukrainian	maladnjá	mɐlɐdʲˈnʲɑ
mъlva	ukrainian	móva	ˈmɔvɑ		IN_WIKTIONARY
mъlviti	ukrainian	móvyty	ˈmɔu̯ete
mъrky	ukrainian	mórkva	ˈmɔrkʋɐ
mъxъ	ukrainian	mox	[ˈmox]		CORRECTED
mьža	ukrainian	mža	ˈmʒa	mʒɐ	DIFFERENT
natь	ukrainian	natʹ	nɐˈtʲi
netopyr'ь	ukrainian	netopýr	netoˈpɪr
niže	ukrainian	niž	ˈnʲiʒ		IN_WIKTIONARY
niščьjь	ukrainian	nýščyj	ˈnɪʃt͡ʃɪj
nogà	ukrainian	nohá	noˈɦɑ
novákъ	ukrainian	novák	nɔˈu̯ɑk
nyr̨ati	ukrainian	nyrjáty	neˈrʲɑte
nъ	ukrainian	nъ	[ˈnɪ]		CORRECTED
obora	ukrainian	obóra	ɔˈbɔrɐ
oldi	ukrainian	lódja	ˈlɔdʲɐ
olni	ukrainian	lóny	ˈlɔne
olnìta	ukrainian	lanýta	lɐˈnɪtɐ
orkỳta	ukrainian	rokíta	roˈkʲita
orlьja	ukrainian	rilljá	rʲiˈlʲ:ɑ
orsti	ukrainian	rostý	rɔˈstɪ
osà	ukrainian	osá	ɔˈsɑ
ògn'ь	ukrainian	ohónʹ	ɔˈɦɔnʲ
olkomъjь	ukrainian	lákomyj	ˈlɑkɔmei̯
olkomъjьjь	ukrainian	lákomyj	ˈlɑkɔmei̯
ȏlsь	ukrainian	losʹ	ˈlɔsʲ		IN_WIKTIONARY
pàǭkъ	ukrainian	pavúk	pɐˈu̯uk
pàra	ukrainian	pára	ˈpɑrɐ
pȇlnъ	ukrainian	polón	poˈlɔn
podъ	ukrainian	pid	ˈpʲid
polxъ	ukrainian	polóx	pɔˈlɔx
polъ	ukrainian	pol	ˈpɔl
porà	ukrainian	porá	pɔˈrɑ
pręsti	ukrainian	prjásty	ˈprʲɑste
pьzděti	ukrainian	bzdíty	ˈbzʲdɪtɪ
rějati	ukrainian	ríjaty	ˈrʲijɐte
rebъjь	ukrainian	rjabýj	rʲɑˈbɪi̯
rosà	ukrainian	rosá	rɔˈsɑ
ròjь	ukrainian	rij	rij		IN_WIKTIONARY
rȏgъ	ukrainian	rih	ˈrʲiɦ	rʲiɦ	DIFFERENT
rǫ̑bъ	ukrainian	rub	ˈrub	rʊb	DIFFERENT
rȗx	ukrainian	rux	[ˈrux]		CORRECTED
rūnò	ukrainian	rúno	ˈrunɔ
sanь	ukrainian	sány	ˈsɑne
slùxati	ukrainian	slúxaty	ˈsluxɐte
smȏrdъ	ukrainian	smórid	ˈsmɔrʲid
sněgъ	ukrainian	snih	ˈsʲnʲiɦ		IN_WIKTIONARY
solnъjь	ukrainian	solónyj	soˈlɔnei̯
sòmъ	ukrainian	som	ˈsɔm	sɔm	DIFFERENT
sȏkъ	ukrainian	sik	ˈsʲik	ˈsʲik	SAME
sǫdì	ukrainian	suddjá	suˈdʲːɑ		IN_WIKTIONARY
sǫ̑kъ	ukrainian	suk	[ˈsuk]		CORRECTED
stogъ	ukrainian	stih	stiɦ	ˈstʲiɦ	DIFFERENT
stòlъ	ukrainian	stil	sʲtʲil	ˈstʲil	DIFFERENT
strǫkъ	ukrainian	struk	ˈstruk	ˈstruk	SAME
strȗpъ	ukrainian	strup	ˈstrup	ˈstrup	SAME
svьrběti	ukrainian	sverbíty	sʋerˈbʲitɪ
serъjь	ukrainian	síryj	ˈsʲirei̯
sъlojь	ukrainian	slij	ˈsʲlʲii̯	ˈsʲlʲii̯	SAME
sъporъ	ukrainian	spir	spʲir	ˈsʲpʲir	DIFFERENT
sьcati	ukrainian	scjáty	ˈst͡sʲɑte
těnь	ukrainian	tinʹ	ˈtʲinʲ
tęti	ukrainian	tjáty	ˈtʲɑte
težъkъjь	ukrainian	tjažkýj	tʲɑʃˈkɪi̯
tolkà	ukrainian	toloká	tɔlɔˈkɑ
tȏkъ	ukrainian	tik	ˈtʲik	ˈtʲik	SAME
tȗrъ	ukrainian	tur	ˈtur	ˈtur	SAME
tъrgati	ukrainian	tórhaty	ˈtɔrɦɐ
vermę	ukrainian	véremje	ˈʋɛremʲe
verslò	ukrainian	veréslo	ʋeˈrɛslɔ
vȅčerъ	ukrainian	véčir	ˈʋɛt͡ʃʲir		IN_WIKTIONARY
volkà	ukrainian	volóka	wɔˈlɔkɐ
voskъ	ukrainian	vísk	ˈʋʲisk
vȏlkъ	ukrainian	volóka	wɔˈlɔkɐ
vȏlsъ	ukrainian	vólos	ˈwɔlɔs		IN_WIKTIONARY
vȏzъ	ukrainian	viz	ˈʋʲiz		IN_WIKTIONARY
vъnùkъ	ukrainian	onúk	oˈnuk
vъtorъjьjь	ukrainian	vtóryj	ftɔˈrɪi̯
vьlgъkъjь	ukrainian	vóhkyj	ˈwɔɦkɪi̯
vь̀lna	ukrainian	vóvna	ˈwɔu̯nɐ		IN_WIKTIONARY
vь̀rxъ	ukrainian	verx	ʋerx	ʋerx	SAME
xȏdъ	ukrainian	xid	ˈxʲid	xʲid	DIFFERENT
xvórstъ	ukrainian	xvoróst	xwɔˈrɔst
zeml̨à	ukrainian	zemljá	zeˈmlʲɑ		IN_WIKTIONARY
čekati	ukrainian	čekáty	t͡ʃeˈkɑte
čelověkъ	ukrainian	čolovík	t͡ʃɔlɔˈu̯ʲik		IN_WIKTIONARY
čerpati	ukrainian	čerépaty	t͡ʃeˈrɛpɐ
čerslò	ukrainian	čeresló	t͡ʃereˈslɔ
čèznǫti	ukrainian	čéznuty	ˈt͡ʃɛznʊte
čȇrpъ	ukrainian	čérep	ˈt͡ʃɛrep
čȇrvo	ukrainian	čérevo	ˈt͡ʃɛreu̯ɔ
ǭtrò	ukrainian	nutró	nʊˈtrɔ
šìti	ukrainian	šýty	ˈʃɪtɪ
šulo	ukrainian	šúla	ˈʃulɐ
želě̀zo	ukrainian	zalízo	zɐˈlʲizɔ		IN_WIKTIONARY
želza	ukrainian	záloza	ˈzɑlɔzɐ
žeravь	ukrainian	žuravélʹ	ʒurɑˈu̯ɛlʲ
živìca	ukrainian	žyvýcja	ʒɪˈu̯ɪt͡sʲɐ
žìto	ukrainian	žýto	ˈʒɪtɔ
arьmò	ukrainian	jarem	ˈjarɛm	jɐrˈem	DIFFERENT
àstrę̄bъ	ukrainian	jástrib	ˈjɑstrʲib
bobrъ	ukrainian	bibr	[ˈbʲibr]		CORRECTED
blekotъ	ukrainian	blékit	ˈblɛkʲit
bliskati	ukrainian	blýskati	ˈblɪskɐtʲɪ
blizna	ukrainian	blýzna	ˈblɪznɐ
blizъkъjь	ukrainian	blýzʹkyj	ˈblɪzʲkɪi̯
bolnь	ukrainian	bolonʹ	ˈbɔlɔnʲ
bràtъ	ukrainian	brat	ˈbrɑt		IN_WIKTIONARY
bràtьja	ukrainian	bráttja	ˈbrɑtʲːɐ
bъrtъ	ukrainian	bort	[ˈbɔrt]		CORRECTED
dьl̨a	ukrainian	diljá	dʲiˈlʲɑ
dęgъ	ukrainian	dʹag	ˈdʲjɑɡ
dristati	ukrainian	drystáty	dreˈstɑte
drokъ	ukrainian	drik	[ˈdrʲik]		CORRECTED
dupa	ukrainian	dúpa	ˈdupɐ
ěbàti	ukrainian	jibáty	jiˈbɑte
elbedь	ukrainian	lébidʹ	ˈlɛbʲidʲ		IN_WIKTIONARY
elenь	ukrainian	ólenʹ	ˈɔlenʲ
elъkъjь	ukrainian	ylkýj	ɪlˈkɪi̯
evьn̨a	ukrainian	jevja	ˈjɛu̯ʲa	ˈjɛu̯ʲɐ	DIFFERENT
ězъ	ukrainian	jiz	ˈjiz	ˈjiz	SAME
ěrь	ukrainian	jar	ˈjɑr	jɐr	DIFFERENT
ězgarъ	ukrainian	jazgar	ˈjazɡar	jɐˈzɡɐr	DIFFERENT
glístъ	ukrainian	hlyst	[ˈɦɫɪst]		CORRECTED
glumъ	ukrainian	hlum	[ˈɦɫum]		CORRECTED
gognavъjь	ukrainian	gugnávyj	ɡuˈɡnɑu̯ei̯
grozdьno	ukrainian	hrózno	ˈɦrɔznɔ
gvozdъ	ukrainian	gvizdʹ	ɡʋʲizʲˈdʲi
gъrno	ukrainian	hornó	ɦɔrˈnɔ
osìna	ukrainian	osýna	ɔˈsɪnɐ
jьgra	ukrainian	hra	[ˈɦra]		CORRECTED
kolto	ukrainian	kólot	ˈkɔɫɔt
kopъtъ	ukrainian	kópit	ˈkɔpʲit
kotora	ukrainian	kotorá	kɔtɔˈrɑ
krьnica	ukrainian	krynýcja	kreˈnɪt͡sʲɐ
lemežь	ukrainian	lemíš	lɛˈmiʃ
l̨udìna	ukrainian	ljudýna	lʲʊˈdɪnɐ
męzdro	ukrainian	mizdró	mʲizˈdrɔ
mьsta	ukrainian	mьstь	mˈnʲstʲi
olьsъ	ukrainian	oles	ˈɔlɛs
povorzъ	ukrainian	póvoroz	ˈpɔu̯ɔrɔz
paznegъtь	ukrainian	págnistʹ	ˈpɑɡnʲisʲtʲ
rębina	ukrainian	rjabýna	rʲɐˈbɪnɐ
sérnъ	ukrainian	serén	seˈrɛn
stryjь	ukrainian	stryj	strɪj	ˈstrɪj	DIFFERENT
strьženь	ukrainian	strýženʹ	ˈstrɪʒenʲ
teslò	ukrainian	tesló	teˈslɔ
čérdъ	ukrainian	čéred	ˈt͡ʃɛrɛd
čerěnь	ukrainian	čerínʹ	t͡ʃeˈrʲinʲ
čermъxa	ukrainian	čerémuxa	t͡ʃeˈrɛmxɐ		IN_WIKTIONARY
čixati	ukrainian	čxáty	ˈt͡ʃxɑte
želdь	ukrainian	óželedʹ	ˈɔʒeledʲ
