аблактува́ння	ablaktuvánnja	[ɐblɐktʊˈu̯ɑnʲːɐ]
абла́стика	ablástyka	[ɐˈblɑstekɐ]
аблати́в	ablatýv	[ɐblɐˈtɪu̯]
абля́ція	abljácija	[ɐˈblʲɑt͡sʲijɐ]
аболіціоні́зм	abolicionízm	[ɐbɔlʲit͡sʲioˈnʲizm]
аболіціоні́ст	abolicioníst	[ɐbɔlʲit͡sʲioˈnʲist]
аболі́ція	abolícija	[ɐboˈlʲit͡sʲijɐ]
абонеме́нт	abonemént	[ɐbɔneˈmɛnt]
абоне́нт	abonént	[ɐbɔˈnɛnt]
абоне́нтка	abonéntka	[ɐbɔˈnɛntkɐ]
абонува́ння	abonuvánnja	[ɐbɔnʊˈu̯ɑnʲːɐ]
аборда́ж	abordáž	[ɐbɔrˈdɑʒ]
абориге́н	aboryhén	[ɐbɔreˈɦɛn]
абориге́нка	aboryhénka	[ɐbɔreˈɦɛnkɐ]
або́рт	abórt	[ɐˈbɔrt]
абортува́ння	abortuvánnja	[ɐbɔrtʊˈu̯ɑnʲːɐ]
абра́зія	abrázija	[ɐˈbrɑzʲijɐ]
абрази́в	abrazýv	[ɐbrɐˈzɪu̯]
абрази́вність	abrazývnistʹ	[ɐbrɐˈzɪu̯nʲisʲtʲ]
абракада́бра	abrakadábra	[ɐbrɐkɐˈdɑbrɐ]
абракадабри́зм	abrakadabrýzm	[ɐbrɐkɐdɐˈbrɪzm]
абревіа́ція	abreviácija	[ɐbreu̯ʲiˈɑt͡sʲijɐ]
абреже́	abrežé	[ɐbreˈʒɛ]
абре́к	abrék	[ɐˈbrɛk]
абрико́с	abrykós	[ɐbreˈkɔs]
абрико́сівка	abrykósivka	[ɐbreˈkɔsʲiu̯kɐ]
абрико́са	abrykósa	[ɐbreˈkɔsɐ]
абрико́сник	abrykósnyk	[ɐbreˈkɔsnek]
абрикоти́н	abrykotýn	[ɐbrekɔˈtɪn]
а́брис	ábrys	[ˈɑbres]
аброга́ція	abrohácija	[ɐbrɔˈɦɑt͡sʲijɐ]
абрупти́в	abruptýv	[ɐbrʊˈptɪu̯]
абса́нс	absáns	[ɐˈbsɑns]
абсе́нт	absént	[ɐˈbsɛnt]
абсентеї́зм	absentejízm	[ɐbsenteˈjizm]
абси́да	absýda	[ɐˈbsɪdɐ]
абсолю́т	absoljút	[ɐbsoˈlʲut]
абсолютиза́ція	absoljutyzácija	[ɐbsɔlʲʊteˈzɑt͡sʲijɐ]
абсолюти́зм	absoljutýzm	[ɐbsɔlʲʊˈtɪzm]
абсолютизува́ння	absoljutyzuvánnja	[ɐbsɔlʲʊtezʊˈu̯ɑnʲːɐ]
абсолюти́ст	absoljutýst	[ɐbsɔlʲʊˈtɪst]
абсолюти́стка	absoljutýstka	[ɐbsɔlʲʊˈtɪstkɐ]
абсолю́тність	absoljútnistʹ	[ɐbsoˈlʲutʲnʲisʲtʲ]
абсолю́ція	absoljúcija	[ɐbsoˈlʲut͡sʲijɐ]
абсорбе́нт	absorbént	[ɐbsɔrˈbɛnt]
абсо́рбер	absórber	[ɐˈbsɔrber]
абсорбува́ння	absorbuvánnja	[ɐbsɔrbʊˈu̯ɑnʲːɐ]
абсорбціо́метр	absorbciómetr	[ɐbsɔrbt͡sʲiˈɔmetr]
абсо́рбція	absórbcija	[ɐˈbsɔrbt͡sʲijɐ]
абстине́нт	abstynént	[ɐbsteˈnɛnt]
абстине́нтка	abstynéntka	[ɐbsteˈnɛntkɐ]
абстине́нція	abstynéncija	[ɐbsteˈnɛnʲt͡sʲijɐ]
абстраго́ваність	abstrahóvanistʹ	[ɐbstrɐˈɦɔu̯ɐnʲisʲtʲ]
абстрагува́ння	abstrahuvánnja	[ɐbstrɐɦʊˈu̯ɑnʲːɐ]
абстра́кт	abstrákt	[ɐˈbstrɑkt]
абстра́ктність	abstráktnistʹ	[ɐˈbstrɑktʲnʲisʲtʲ]
абстракціоні́зм	abstrakcionízm	[ɐbstrɐkt͡sʲioˈnʲizm]
абстракціоні́ст	abstrakcioníst	[ɐbstrɐkt͡sʲioˈnʲist]
абстракціоні́стка	abstrakcionístka	[ɐbstrɐkt͡sʲioˈnʲistkɐ]
абстра́кція	abstrákcija	[ɐˈbstrɑkt͡sʲijɐ]
абсу́рд	absúrd	[ɐˈbsurd]
абсурди́зм	absurdýzm	[ɐbsʊrˈdɪzm]
абсурди́ст	absurdýst	[ɐbsʊrˈdɪst]
абсурди́стка	absurdýstka	[ɐbsʊrˈdɪstkɐ]
абсу́рдність	absúrdnistʹ	[ɐˈbsurdʲnʲisʲtʲ]
абсце́с	abscés	[ɐˈbst͡sɛs]
абсци́са	abscýsa	[ɐˈbst͡sɪsɐ]
абу́зус	abúzus	[ɐˈbuzʊs]
абулі́я	abulíja	[ɐbʊˈlʲijɐ]
абха́з	abxáz	[ɐˈbxɑz]
абха́зець	abxázecʹ	[ɐˈbxɑzet͡sʲ]
абха́зка	abxázka	[ɐˈbxɑzkɐ]
абши́т	abšýt	[ɐˈbʃɪt]
авіє́тка	avijétka	[ɐu̯ʲiˈjɛtkɐ]
авіа-	aviácija	[ɐˈu̯ʲiɐ]
авіабіле́т	aviabilét	[ɐu̯ʲiɐbʲiˈlɛt]
авіаба́за	aviabáza	[ɐu̯ʲiɐˈbɑzɐ]
авіабензи́н	aviabenzýn	[ɐu̯ʲiɐbenˈzɪn]
авіабо́мба	aviabómba	[ɐu̯ʲiɐˈbɔmbɐ]
авіабудівни́к	aviabudivnýk	[ɐu̯ʲiɐbʊdʲiu̯ˈnɪk]
авіабудівни́цтво	aviabudivnýctvo	[ɐu̯ʲiɐbʊdʲiu̯ˈnɪt͡stwɔ]
авіабудува́ння	aviabuduvánnja	[ɐu̯ʲiɐbʊdʊˈu̯ɑnʲːɐ]
авіавда́р	aviavdár	[ɐu̯ʲiɐu̯ˈdɑr]
авіави́ставка	aviavýstavka	[ɐu̯ʲiɐˈu̯ɪstɐu̯kɐ]
авіагарма́та	aviaharmáta	[ɐu̯ʲiɐɦɐrˈmɑtɐ]
авіагоризо́нт	aviahoryzónt	[ɐu̯ʲiɐɦɔreˈzɔnt]
авіагоспода́рство	aviahospodárstvo	[ɐu̯ʲiɐɦɔspɔˈdɑrstwɔ]
авіадвигу́н	aviadvyhún	[ɐu̯ʲiɐdʋeˈɦun]
авіадеса́нт	aviadesánt	[ɐu̯ʲiɐdeˈsɑnt]
авіадеса́нтник	aviadesántnyk	[ɐu̯ʲiɐdeˈsɑntnek]
авіадесантува́ння	aviadesantuvánnja	[ɐu̯ʲiɐdesɐntʊˈu̯ɑnʲːɐ]
авіадиві́зія	aviadyvízija	[ɐu̯ʲiɐdeˈu̯ʲizʲijɐ]
авіадиспе́тчер	aviadyspétčer	[ɐu̯ʲiɐdeˈspɛt͡ʃːer]
авіаекспре́с	aviaeksprés	[ɐu̯ʲiɐeˈksprɛs]
авіаескадри́лья	aviaeskadrýlʹja	[ɐu̯ʲiɐeskɐˈdrɪlʲjɐ]
авіаз'є́днання	aviazʺjédnannja	[ɐu̯ʲiɐˈzjɛdnɐnʲːɐ]
авіазаво́д	aviazavód	[ɐu̯ʲiɐzɐˈu̯ɔd]
авіазагі́н	aviazahín	[ɐu̯ʲiɐzɐˈɦʲin]
авіаза́сіб	aviazásib	[ɐu̯ʲiɐˈzɑsʲib]
авіазв'язо́к	aviazvʺjazók	[ɐu̯ʲiɐzʋjɐˈzɔk]
авіака́са	aviakása	[ɐu̯ʲiɐˈkɑsɐ]
авіакатастро́фа	aviakatastrófa	[ɐu̯ʲiɐkɐtɐˈstrɔfɐ]
авіаквито́к	aviakvytók	[ɐu̯ʲiɐkʋeˈtɔk]
авіаклу́б	aviaklúb	[ɐu̯ʲiɐˈklub]
авіако́ледж	aviakóledž	[ɐu̯ʲiɐˈkɔled͡ʒ]
авіакомпа́нія	aviakompánija	[ɐu̯ʲiɐkɔmˈpɑnʲijɐ]
авіако́мплекс	aviakómpleks	[ɐu̯ʲiɐˈkɔmpleks]
авіаконстру́ктор	aviakonstrúktor	[ɐu̯ʲiɐkonˈstruktɔr]
авіаконструюва́ння	aviakonstrujuvánnja	[ɐu̯ʲiɐkɔnstrʊjʊˈu̯ɑnʲːɐ]
авіалі́нія	avialínija	[ɐu̯ʲiɐˈlʲinʲijɐ]
авіала́йнер	avialájner	[ɐu̯ʲiɐˈlɑi̯ner]
авіа́ль	aviálʹ	[ɐu̯ʲiˈɑlʲ]
авіамайсте́рня	aviamajstérnja	[ɐu̯ʲiɐmɐi̯ˈstɛrnʲɐ]
авіама́тка	aviamátka	[ɐu̯ʲiɐˈmɑtkɐ]
авіамая́к	aviamaják	[ɐu̯ʲiɐmɐˈjɑk]
авіаметеослу́жба	aviameteoslúžba	[ɐu̯ʲiɐmeteoˈsluʒbɐ]
авіаметеоста́нція	aviameteostáncija	[ɐu̯ʲiɐmeteɔˈstɑnʲt͡sʲijɐ]
зи́мородок	zýmorodok	[ˈzɪmɔrɔdɔk]
леле́ка	leléka	[leˈlɛkɐ]
Львів	Lʹviv	[lʲˈʋʲiu̯]
кия́нин	kyjányn	[keˈjɑnen]
кна́йпа	knájpa	[ˈknɑi̯pɐ]
число́	čysló	[t͡ʃeˈslɔ]
лише́	lyšé	[leˈʃɛ]
глід	hlid	[ˈɦlʲid]
берескле́т	bruslýna	[bereˈsklɛt]
	porá róku	[seˈzɔn]
ка́федра	káfedra	[ˈkɑfedrɐ]
ва́ше	váše	[ˈʋɑʃe]
украї́нець	ukrajínecʹ	[ʊkrɐˈjinet͡sʲ]
Я́ків	Jákiv	/ˈjɑkiu̯/
вона́	voná	[wɔˈnɑ]
воно́	vonó	[wɔˈnɔ]
вони́	voný	[wɔˈnɪ]
горі́лки	horílky	/ɦoˈrilkɪ/
англі́йський	Ánhlija	[ɐnˈɦlʲii̯sʲkei̯]
депута́т	deputát	[depʊˈtɑt]
авіамеха́нік	aviamexánik	[ɐu̯ʲiɐmeˈxɑnʲik]
авіамоделі́зм	aviamodelízm	[ɐu̯ʲiɐmɔdeˈlʲizm]
авіамоделі́ст	aviamodelíst	[ɐu̯ʲiɐmɔdeˈlʲist]
авіамоде́ль	aviamodélʹ	[ɐu̯ʲiɐmɔˈdɛlʲ]
авіамото́р	aviamotór	[ɐu̯ʲiɐmɔˈtɔr]
авіамоторобудува́ння	aviamotorobuduvánnja	[ɐu̯ʲiɐmɔtɔrɔbʊdʊˈu̯ɑnʲːɐ]
авіано́сець	avianósecʹ	[ɐu̯ʲiɐˈnɔset͡sʲ]
авіаобпри́скування	aviaobprýskuvannja	[ɐu̯ʲiɐɔˈbprɪskʊu̯ɐnʲːɐ]
авіаобпри́скувач	aviaobprýskuvač	[ɐu̯ʲiɐɔˈbprɪskʊu̯ɐt͡ʃ]
авіаобро́бка	aviaobróbka	[ɐu̯ʲiɐɔˈbrɔbkɐ]
авіапіджи́влення	aviapidžývlennja	[ɐu̯ʲiɐpʲiˈd͡ʒɪu̯lenʲːɐ]
авіапідприє́мство	aviapidpryjémstvo	[ɐu̯ʲiɐpʲidpreˈjɛmstwɔ]
авіапа́рк	aviapárk	[ɐu̯ʲiɐˈpɑrk]
авіапасажи́р	aviapasažýr	[ɐu̯ʲiɐpɐsɐˈʒɪr]
авіапатру́ль	aviapatrúlʹ	[ɐu̯ʲiɐpɐˈtrulʲ]
авіапатрулюва́ння	aviapatruljuvánnja	[ɐu̯ʲiɐpɐtrʊlʲʊˈu̯ɑnʲːɐ]
авіапереві́зник	aviaperevíznyk	[ɐu̯ʲiɐpereˈu̯ʲiznek]
авіапереве́зення	aviaperevézennja	[ɐu̯ʲiɐpereˈu̯ɛzenʲːɐ]
авіаперелі́т	aviaperelít	[ɐu̯ʲiɐpereˈlʲit]
авіапо́дорож	aviapódorož	[ɐu̯ʲiɐˈpɔdɔrɔʒ]
авіаполі́т	aviapolít	[ɐu̯ʲiɐpoˈlʲit]
авіапо́лк	aviapólk	[ɐu̯ʲiɐˈpɔlk]
авіапо́рт	aviapórt	[ɐu̯ʲiɐˈpɔrt]
авіапо́шта	aviapóšta	[ɐu̯ʲiɐˈpɔʃtɐ]
авіапромисло́вість	aviapromyslóvistʹ	[ɐu̯ʲiɐprɔmeˈslɔu̯ʲisʲtʲ]
авіаракетобудува́ння	aviaraketobuduvánnja	[ɐu̯ʲiɐrɐketɔbʊdʊˈu̯ɑnʲːɐ]
авіаре́йд	aviaréjd	[ɐu̯ʲiɐˈrɛi̯d]
авіаре́йс	aviaréjs	[ɐu̯ʲiɐˈrɛi̯s]
авіаро́звідка	aviarózvidka	[ɐu̯ʲiɐˈrɔzʲʋʲidkɐ]
авіарозві́дування	aviarozvíduvannja	[ɐu̯ʲiɐrɔˈzʲʋʲidʊu̯ɐnʲːɐ]
авіасало́н	aviasalón	[ɐu̯ʲiɐsɐˈlɔn]
авіасекста́нт	aviasekstánt	[ɐu̯ʲiɐseˈkstɑnt]
авіасе́рвіс	aviasérvis	[ɐu̯ʲiɐˈsɛrʋʲis]
авіасполу́чення	aviaspolúčennja	[ɐu̯ʲiɐspoˈlut͡ʃenʲːɐ]
авіаспо́рт	aviaspórt	[ɐu̯ʲiɐˈspɔrt]
авіате́хнік	aviatéxnik	[ɐu̯ʲiɐˈtɛxnʲik]
авіате́хніка	aviatéxnika	[ɐu̯ʲiɐˈtɛxnʲikɐ]
авіа́тика	aviátyka	[ɐu̯ʲiˈɑtekɐ]
авіа́тор	aviátor	[ɐu̯ʲiˈɑtɔr]
авіаторпе́да	aviatorpéda	[ɐu̯ʲiɐtɔrˈpɛdɐ]
авіатра́вма	aviatrávma	[ɐu̯ʲiɐˈtrɑu̯mɐ]
авіатра́нспорт	aviatránsport	[ɐu̯ʲiɐˈtrɑnspɔrt]
авіатра́са	aviatrása	[ɐu̯ʲiɐˈtrɑsɐ]
авіауда́р	aviaudár	[ɐu̯ʲiɐʊˈdɑr]
авіаучи́лище	aviaučýlyšče	[ɐu̯ʲiɐʊˈt͡ʃɪleʃt͡ʃe]
авіафа́уна	aviafáuna	[ɐu̯ʲiɐˈfɑʊnɐ]
авіафахіве́ць	aviafaxivécʹ	[ɐu̯ʲiɐfɐxʲiˈu̯ɛt͡sʲ]
авіахі́м	aviaxím	[ɐu̯ʲiɐˈxʲim]
авіахі́мовець	aviaxímovecʹ	[ɐu̯ʲiɐˈxʲimɔu̯et͡sʲ]
авіаці́йник	aviacíjnyk	[ɐu̯ʲiɐˈt͡sʲii̯nek]
авіа́ція	aviácija	[ɐu̯ʲiˈɑt͡sʲijɐ]
авіачасти́на	aviačastýna	[ɐu̯ʲiɐt͡ʃɐˈstɪnɐ]
авіашко́ла	aviaškóla	[ɐu̯ʲiɐˈʃkɔlɐ]
авіашо́у	aviašóu	[ɐu̯ʲiɐˈʃɔʊ]
аві́з	avíz	[ɐˈu̯ʲiz]
аві́зо	avízo	[ɐˈu̯ʲizɔ]
авізува́ння	avizuvánnja	[ɐu̯ʲizʊˈu̯ɑnʲːɐ]
аві́ста	avísta	[ɐˈu̯ʲistɐ]
авітаміно́з	avitaminóz	[ɐu̯ʲitɐmʲiˈnɔz]
авіфа́уна	avifáuna	[ɐu̯ʲiˈfɑʊnɐ]
авалі́ст	avalíst	[ɐu̯ɐˈlʲist]
ава́ль	aválʹ	[ɐˈu̯ɑlʲ]
аванга́рд	avanhárd	[ɐu̯ɐnˈɦɑrd]
авангарди́зм	avanhardýzm	[ɐu̯ɐnɦɐrˈdɪzm]
авангарди́ст	avanhardýst	[ɐu̯ɐnɦɐrˈdɪst]
аванза́л	avanzál	[ɐu̯ɐnˈzɑl]
аванка́мера	avankámera	[ɐu̯ɐnˈkɑmerɐ]
аванло́жа	avanlóža	[ɐu̯ɐnˈlɔʒɐ]
аванпо́рт	avanpórt	[ɐu̯ɐˈnpɔrt]
аванпо́ст	avanpóst	[ɐu̯ɐˈnpɔst]
ава́нс	aváns	[ɐˈu̯ɑns]
ава́нсик	avánsyk	[ɐˈu̯ɑnsek]
авансода́вець	avansodávecʹ	[ɐu̯ɐnsɔˈdɑu̯et͡sʲ]
авансотрима́ч	avansotrymáč	[ɐu̯ɐnsɔtreˈmɑt͡ʃ]
авансоутри́мувач	avansoutrýmuvač	[ɐu̯ɐnsɔʊˈtrɪmʊu̯ɐt͡ʃ]
авансува́ння	avansuvánnja	[ɐu̯ɐnsʊˈu̯ɑnʲːɐ]
авансце́на	avanscéna	[ɐu̯ɐnˈst͡sɛnɐ]
аванти́тул	avantýtul	[ɐu̯ɐnˈtɪtʊl]
аванту́ра	avantúra	[ɐu̯ɐnˈturɐ]
аванту́рник	avantúrnyk	[ɐu̯ɐnˈturnek]
аванту́рниця	avantúrnycja	[ɐu̯ɐnˈturnet͡sʲɐ]
авантю́ра	avantjúra	[ɐu̯ɐnʲˈtʲurɐ]
авантюри́зм	avantjurýzm	[ɐu̯ɐnʲtʲʊˈrɪzm]
авантюри́н	avantjurýn	[ɐu̯ɐnʲtʲʊˈrɪn]
авантюри́ст	avantjurýst	[ɐu̯ɐnʲtʲʊˈrɪst]
авантюри́стка	avantjurýstka	[ɐu̯ɐnʲtʲʊˈrɪstkɐ]
авантю́рність	avantjúrnistʹ	[ɐu̯ɐnʲˈtʲurnʲisʲtʲ]
авантю́рник	avantjúrnyk	[ɐu̯ɐnʲˈtʲurnek]
авантю́рниця	avantjúrnycja	[ɐu̯ɐnʲˈtʲurnet͡sʲɐ]
ава́р	avár	[ɐˈu̯ɑr]
аварі́йність	avaríjnistʹ	[ɐu̯ɐˈrʲii̯nʲisʲtʲ]
аварі́йник	avaríjnyk	[ɐu̯ɐˈrʲii̯nek]
ава́рія	avárija	[ɐˈu̯ɑrʲijɐ]
ава́рець	avárecʹ	[ɐˈu̯ɑret͡sʲ]
ава́рка	avárka	[ɐˈu̯ɑrkɐ]
авгі́т	avhít	[ɐu̯ˈɦʲit]
авгу́р	avhúr	[ɐu̯ˈɦur]
а́вгуст	ávhust	[ˈɑu̯ɦʊst]
Авгу́ста	Avhústa	[ɐu̯ˈɦustɐ]
авди́тор	avdýtor	[ɐu̯ˈdɪtɔr]
авдито́рія	avdytórija	[ɐu̯deˈtɔrʲijɐ]
авеню́	avenjú	[ɐu̯eˈnʲu]
а́верс	ávers	[ˈɑu̯ers]
авло́с	avlós	[ɐu̯ˈlɔs]
а́во	ávo	[ˈɑu̯ɔ]
авока́до	avokádo	[ɐu̯ɔˈkɑdɔ]
авра́л	avrál	[ɐu̯ˈrɑl]
авра́н	avrán	[ɐu̯ˈrɑn]
аври́кула	avrýkula	[ɐu̯ˈrɪkʊlɐ]
авро́ра	avróra	[ɐu̯ˈrɔrɐ]
австрі́єць	avstríjecʹ	[ɐu̯ˈstʲrʲijet͡sʲ]
австрі́йка	avstríjka	[ɐu̯ˈstʲrʲii̯kɐ]
австрія́к	avstriják	[ɐu̯stʲrʲiˈjɑk]
австрія́чка	avstrijáčka	[ɐu̯stʲrʲiˈjɑt͡ʃkɐ]
австралі́єць	avstralíjecʹ	[ɐu̯strɐˈlʲijet͡sʲ]
австралі́йка	avstralíjka	[ɐu̯strɐˈlʲii̯kɐ]
австрало́їд	avstralójid	[ɐu̯strɐˈlɔjid]
австралопіте́к	avstralopiték	[ɐu̯strɐlɔpʲiˈtɛk]
австромаркси́ст	avstromarksýst	[ɐu̯strɔmɐrˈksɪst]
австрофі́л	avstrofíl	[ɐu̯stroˈfʲil]
автаркі́зм	avtarkízm	[ɐu̯tɐrˈkʲizm]
авта́ркія	avtárkija	[ɐu̯ˈtɑrkʲijɐ]
авте́нтика	avténtyka	[ɐu̯ˈtɛntekɐ]
автентифіка́ція	avtentyfikácija	[ɐu̯tentefʲiˈkɑt͡sʲijɐ]
автенти́чність	avtentýčnistʹ	[ɐu̯tenˈtɪt͡ʃnʲisʲtʲ]
авто́	avtó	[ɐu̯ˈtɔ]
автоаерозапчасти́на	avtoaerozapčastýna	[ɐu̯tɔɐerɔzɐpt͡ʃɐˈstɪnɐ]
автоалієна́ція	avtoalijenácija	[ɐu̯tɔɐlʲijeˈnɑt͡sʲijɐ]
автоама́тор	avtoamátor	[ɐu̯tɔɐˈmɑtɔr]
автоама́торка	avtoamátorka	[ɐu̯tɔɐˈmɑtɔrkɐ]
автоамфі́бія	avtoamfíbija	[ɐu̯tɔɐmˈfʲibʲijɐ]
автоаполо́гія	avtoapolóhija	[ɐu̯tɔɐpɔˈlɔɦʲijɐ]
автобіо́граф	avtobióhraf	[ɐu̯tɔbʲiˈɔɦrɐf]
автобіографі́чність	avtobiohrafíčnistʹ	[ɐu̯tɔbʲiɔɦrɐˈfʲit͡ʃnʲisʲtʲ]
автобіогра́фія	avtobiohráfija	[ɐu̯tɔbʲiɔˈɦrɑfʲijɐ]
автоба́за	avtobáza	[ɐu̯tɔˈbɑzɐ]
автобальза́м	avtobalʹzám	[ɐu̯tɔbɐlʲˈzɑm]
автоба́н	avtobán	[ɐu̯tɔˈbɑn]
автобатальйо́н	avtobatalʹjón	[ɐu̯tɔbɐtɐˈlʲjɔn]
автобензово́з	avtobenzovóz	[ɐu̯tɔbenzɔˈu̯ɔz]
автобензоцисте́рна	avtobenzocystérna	[ɐu̯tɔbenzɔt͡seˈstɛrnɐ]
автобетономіша́лка	avtobetonomišálka	[ɐu̯tɔbetɔnɔmʲiˈʃɑlkɐ]
автоблокува́ння	avtoblokuvánnja	[ɐu̯tɔblɔkʊˈu̯ɑnʲːɐ]
автобудівни́к	avtobudivnýk	[ɐu̯tɔbʊdʲiu̯ˈnɪk]
автобудува́ння	avtobuduvánnja	[ɐu̯tɔbʊdʊˈu̯ɑnʲːɐ]
авто́бус	avtóbus	[ɐu̯ˈtɔbʊs]
авто́бусик	avtóbus	[ɐu̯ˈtɔbʊsek]
автовідповіда́ч	avtovidpovidáč	[ɐu̯tɔu̯ʲidpɔu̯ʲiˈdɑt͡ʃ]
автовізо́к	avtovizók	[ɐu̯tɔu̯ʲiˈzɔk]
автовага́	avtovahá	[ɐu̯tɔu̯ɐˈɦɑ]
