ovъ	bcs	òvāj	ǒʋaːj	ǒʋaːi̯
dь̀lgъ	bcs	dȕg	dûɡ	
mъrmrati	bcs	mr̀mrati	mřmrati	mř̩mrati
lȏgъ	bcs	lȏg	lôːɡ	
mȃzь	bcs	mȃz	mâːz	
klějь	bcs	klȉja	klîja	
pìti	bcs	pȉti	pîti	
pь̀lzati	bcs	pȕzati	pûzati	
glàdъkъ	bcs	glȁdak	ɡlâdak	
vȏlkъ	bcs	vlȃk	ʋlâːk	
korenь	bcs	kȍrijen	kôrijen	
luska	bcs	ljȕska	ʎûska	
tretь	bcs	trȅćī	trêtɕiː	
četỳre	bcs	čètiri	tʃětiri	t͡ʃětiri
ězъ	bcs	jȃz	jâːz	
bèrmę	bcs	brȅme	brême	
tъ̀ščь	bcs	tȁšt	tâʃt	
zelьje	bcs	zȇlje	zêːʎe	
l̨udinъ	bcs	ljùdina	ʎǔdina	
gleznъ	bcs	glȅžanj	ɡlêʒaɲ	
tȏkъ	bcs	tȏk	tôːk	
lomìti	bcs	lòmiti	lǒmiti	
debelъ	bcs	dèbeo	děbeo	
òrkъ	bcs	rȁk	râk	
l̨udìna	bcs	ljùdina	ʎǔdina	
moždžanъ	bcs	mòždanī	mǒʒdaniː	
kъrzno	bcs	kŕzno	křːzno	kř̩ːzno
rǭkà	bcs	rúka	rǔːka	
elьcь	bcs	jálac	jǎːlats	jǎːlat͡s
ěxati	bcs	jȁhati	jâxati	
piskorь	bcs	pȉskor	pîskor	
kùpъ	bcs	kȕp	kûp	
sìto	bcs	sȉto	sîto	
govorъ	bcs	gȍvōr	ɡôʋoːr	
drozdъ	bcs	drȏzd	drôːzd	
vozìti	bcs	vòziti	ʋǒziti	
plàkati	bcs	plȁkati	plâkati	
česnъ	bcs	čèsan	tʃěsan	
orbòta	bcs	ràbota	rǎbota	
ȍpako	bcs	ȍpāk	ôpaːk	
tȗkъ	bcs	tȗk	tûːk	
gatati	bcs	gátati	ɡǎːtati	
ovьcà	bcs	óvca	ǒːʋtsa	
belnovati	bcs	blániti	blǎːniti	
ežь	bcs	jȇž	jêːʒ	
lošь	bcs	lȍš	lôʃ	
sijàti	bcs	sjȁti	sjâti	
ščítъ	bcs	štȋt	ʃtîːt	
lysъ	bcs	lȋs	lîːs	
rębica	bcs	rebica	rebitsa	rebit͡sa
bezъ	bcs	bez	bez	
dertì	bcs	drijèti	drijěti	
mǫ̀ka	bcs	mȕka	mûka	
mъxъ	bcs	mȃh	mâːx	
bỳti	bcs	bȉti	bîti	
gatь	bcs	gȃt	ɡâːt	
bytьje	bcs	bíće	bǐːtɕe	bǐːt͡ɕe
vьrěti	bcs	vrȅti	ʋrêti	
otьcь	bcs	òtac	ǒtats	
ȍlkъtъ	bcs	lȃkat	lâːkat	
bèrdjь	bcs	brȅđ	brêdʑ	brêd͡ʑ
mě̑sìti	bcs	mijèsiti	mijěsiti	
glę̀dati	bcs	glȅdati	ɡlêdati	
ludъ	bcs	lȗd	lûːd	
kosà	bcs	kòsa	kǒsa	
zìnǫti	bcs	zȉnuti	zînuti	
basnь	bcs	bȁsan	bâsan	
česàti	bcs	čèsati	tʃěsati	t͡ʃěsati
jьgrati	bcs	ìgrati	ǐɡrati	
strǫkъ	bcs	strȗk	strûːk	
glȗxъ	bcs	glȗh	ɡlûːx	
krǫ̑gъ	bcs	krȗg	krûːɡ	
zȏbъ	bcs	zȏb	zôːb	
vojь	bcs	vòjnīk	ʋǒjniːk	
pь̑rxъ	bcs	pȓh	pr̂ːx	pr̩̂ːx
sъmьrtь	bcs	smȑt	smr̂t	smr̩̂t
ovьnъ	bcs	òvan	ǒʋan	
gramada	bcs	gramáda	ɡramǎːda	
odolě̀ti	bcs	odòljeti	odǒʎeti	
muzgъ	bcs	mȕzga	mûzɡa	
bȏrnь	bcs	brȃn	brâːn	
dě̀va	bcs	djéva	djěːʋa	
žìto	bcs	žȉto	ʒîto	
gaditi	bcs	gȁditi	ɡâditi	
strigti	bcs	strȉći	strîtɕi	strît͡ɕi
trovati	bcs	tròvati	trǒʋati	
glògъ	bcs	glȍg	ɡlôɡ	
lěnìvъ	bcs	ljèniv	ʎěniʋ	
vь̑lkъ	bcs	vȗk	ʋûːk	
gnestì	bcs	gnjèsti	ɡɲěsti	
mьlčàti	bcs	múčati	mǔːtʃati	mǔːt͡ʃati
voinъ	bcs	vòjnīk	ʋǒjniːk	
plotъ	bcs	plȏt	plôːt	
mòrzъ	bcs	mrȁz	mrâz	
golěnь	bcs	gȍlijen	ɡôlijen	
bьlnъ	bcs	bȗn	bûːn	
snuti	bcs	snòvati	snǒʋati	
čędь	bcs	čed	t͡ʃed	
pelna	bcs	pelèna	pelěna	
bujьnъ	bcs	bȗjan	bûːjan	
erębъ	bcs	jȁrēb	jâreːb	
sьršenь	bcs	sȑšljēnj	sr̂ʃʎeːɲ	sr̩̂ʃʎeːɲ
brъkati	bcs	bŕcati	břːtsati	břːt͡sati
mȏltъ	bcs	mlȃt	mlâːt	
otrokъ	bcs	otrȍk	otrôk	
gvozdь	bcs	gvȍzd	ɡʋôzd	
ęga	bcs	jéza	jěːza	
gověti	bcs	gòvjeti	ɡǒʋjeti	
groziti	bcs	gròziti	ɡrǒziti	
pȅpelъ	bcs	pȅpeo	pêpeo	
lě̑xà	bcs	lijèha	lijěxa	
sỳtъ	bcs	sȉt	sît	
paziti	bcs	pȁziti	pâziti	
kǫ́tъ	bcs	kȗt	kûːt	
òrtajь	bcs	ràtaj	rǎtaj	rǎtai̯
zīmà	bcs	zíma	zǐːma	
kъrknǫti	bcs	kȑknuti	kr̂knuti	kr̩̂knuti
kъlpь	bcs	kȗp	kûːp	
cě̄nìti	bcs	cijeniti	t͡sijeniti	
dobrъ	bcs	dȍbar	dôbar	
mamiti	bcs	mámiti	mǎːmiti	
nìtь	bcs	nȉt	nît	
etì	bcs	jèbati	jěbati	
l̨uby	bcs	ljúbav	ʎǔːbaʋ	
lopàta	bcs	lòpata	lǒpata	
bъ̑rz	bcs	bȓz	br̂ːz	br̩̂ːz
mȇdъ	bcs	mȇd	mêːd	
vȃrъ	bcs	vȃr	ʋâːr	
lamъ	bcs	lȃm	lâːm	
kòža	bcs	kȍža	kôʒa	
govę̀do	bcs	gòvedo	ɡǒʋedo	
l̨ubъ	bcs	ljub	ʎub	
kỳla	bcs	kȉla	kîla	
sěkti	bcs	sjȅći	sjêtɕi	sjêt͡ɕi
stigti	bcs	stȉći	stîtɕi	stît͡ɕi
ętry	bcs	jȇtrva	jêːtrʋa	jêːtr̩ʋa
sèdmъ	bcs	sȇdmī	sêːdmiː	
mьrznǫti	bcs	mȑznuti	mr̂znuti	mr̩̂znuti
bȁsn̨a	bcs	bȁsan	bâsan	
medojědъ	bcs	mȅdojēd	mêdojeːd	
lьněnъ	bcs	lȁnen	lânen	
dvogubъ	bcs	dvògub	dʋǒɡub	
vȏrnъ	bcs	vrȃn	ʋrâːn	
mьn̨e	bcs	mȁnjē	mâɲeː	
blǫ̑dъ	bcs	blȗd	blûːd	
òdrъ	bcs	òdar	ǒdar	
kǫ̑sъ	bcs	kȗs	kûːs	
tȗrъ	bcs	tȗr	tûːr	
oràti	bcs	òrati	ǒrati	
na	bcs	na	na	
mьn̨ьjь	bcs	mȁnjī	mâɲiː	
krȍsno	bcs	krȍsno	krôsno	
zěvati	bcs	zijèvati	zijěʋati	
xvojь	bcs	hvòja	xʋǒja	
čerěnъ	bcs	čèrjen	tʃěrjen	t͡ʃěrjen
pьzděti	bcs	bàzdjeti	bǎzdjeti	
protivǫ	bcs	prȍtīv	prôtiːʋ	
my	bcs	mȋ	mîː	
mьrknǫti	bcs	mȑknuti	mr̂knuti	mr̩̂knuti
kъlka	bcs	kȕk	kûk	
či	bcs	či	t͡ʃi	
košarъ	bcs	kòšara	kǒʃara	
kolti	bcs	klȁti	klâti	
làziti	bcs	lȁziti	lâziti	
a	bcs	a	a	
mimo	bcs	mȉmo	mîmo	
prosterti	bcs	pròstrijeti	prǒstrijeti	
sestrà	bcs	sèstra	sěstra	
blizna	bcs	blȉzna	blîzna	
děl̨a	bcs	dijel	dijel	
gręsti	bcs	grèsti	ɡrěsti	
berstъ	bcs	brȉjest	brîjest	
mǫ̀čiti	bcs	mȕčiti	mûtʃiti	mût͡ʃiti
krotъkъ	bcs	krȍtak	krôtak	
kamy	bcs	kȁmēn	kâmeːn	
bedra	bcs	bèdro	bědro	
edlà	bcs	jéla	jěːla	
luskati	bcs	ljȕskati	ʎûskati	
blǭdìti	bcs	blúditi	blǔːditi	
kòlda	bcs	klȁda	klâda	
libivъ	bcs	lȉbav	lîbaʋ	
dъvojь	bcs	dvȍji	dʋôji	
čęda	bcs	čȅdo	tʃêdo	t͡ʃêdo
pȗstъ	bcs	pȗst	pûːst	
dǭgà	bcs	dúga	dǔːɡa	
krajь	bcs	krȃj	krâːj	krâːi̯
mъldni	bcs	múnja	mǔːɲa	
dȅsętь	bcs	dȅsēt	dêseːt	
tьma	bcs	táma	tǎːma	
čьrmьnъ	bcs	crman	t͡srman	t͡sr̩man
bl̨ustì	bcs	bljȕsti	bʎûsti	
kysělъ	bcs	kȉseo	kîseo	
orz	bcs	raz-	raz	
luščiti	bcs	ljúštiti	ʎǔːʃtiti	
žìla	bcs	žȉla	ʒîla	
brьvъnò	bcs	bŕvno	břːʋno	bř̩ːʋno
sěsti	bcs	sjȅsti	sjêsti	
lozà	bcs	lòza	lǒza	
materьstvo	bcs	materstvo	materstʋo	
orbiti	bcs	rábiti	rǎːbiti	
globati	bcs	glòbati	ɡlǒbati	
mǫ̑žь	bcs	mȗž	mûːʒ	
desętъ	bcs	dèsētī	děseːtiː	
arь̀mъ	bcs	járam	jǎːram	
belniti	bcs	blániti	blǎːniti	
zȍlto	bcs	zlȃto	zlâːto	
kolo	bcs	kȍlo	kôlo	
kъrma	bcs	kŕma	křːma	
lьgъkъ	bcs	lȁk	lâk	
krǫčina	bcs	kručina	krutʃina	
xabiti	bcs	habiti	xabiti	
òlni	bcs	làne	lǎne	
vy	bcs	vȋ	ʋîː	
xorbrъ	bcs	hrábar	xrǎːbar	
ūzdà	bcs	ùzda	ǔzda	
grě́xъ	bcs	grȉjeh	ɡrîjex	
mene	bcs	méne	měːne	
grějati	bcs	grȅjati	ɡrêjati	
korica	bcs	kȍrica	kôritsa	
mǫ́drъ	bcs	múdar	mǔːdar	
ostrъ	bcs	ȍštar	ôʃtar	
mokrъ	bcs	mȍkar	môkar	
bol̨ьjь	bcs	bȍljī	bôʎiː	
drevьnъ	bcs	drȇvan	drêːʋan	
bojaznь	bcs	bȍjāzan	bôjaːzan	
godьnъ	bcs	gȍdan	ɡôdan	
vьrsta	bcs	vŕsta	ʋřːsta	
pǫ́tь	bcs	pȗt	pûːt	
tr̨ьje	bcs	trȋ	trîː	
edьnъ	bcs	jèdan	jědan	
obuti	bcs	òbuti	ǒbuti	
pỳrьjь	bcs	pȉr	pîr	
oba	bcs	ȍba	ôba	
droždža	bcs	dròžda	drǒʒda	
luspa	bcs	ljȕspa	ʎûspa	
šȇstъ	bcs	šȅstī	ʃêstiː	
měšъkъ	bcs	mȉjeh	mîjex	
ežica	bcs	jèžica	jěʒitsa	
sъ̀nъ	bcs	sȁn	sân	
dьrzъkъ	bcs	dȑzak	dr̂zak	
sě̀verъ	bcs	sjȅvēr	sjêʋeːr	
avě	bcs	javi	jaʋi	
pròčь	bcs	prȍčī	prôtʃiː	
mъknǫti	bcs	màknuti	mǎknuti	
čerzъ	bcs	črȅz	tʃrêz	
krъvьnъ	bcs	kȓvnī	kr̂ːʋniː	
medju	bcs	mȅđu	mêdʑu	
dь̑nь	bcs	dȃn	dâːn	
sȗxъ	bcs	sȗh	sûːx	
dȃnь	bcs	dan	dan	
nekъto	bcs	nȅko	nêko	
náglъ	bcs	nȃgao	nâːɡao	
kokotъ	bcs	kȍkōt	kôkoːt	
pȍjāsъ	bcs	pȍjās	pôjaːs	
blekotъ	bcs	blȅkēt	blêkeːt	
pȇlnъ	bcs	plȉjen	plîjen	
trǫtъ	bcs	trȗt	trûːt	
pь̀lnъ	bcs	pȕn	pûn	
cě̄lìti	bcs	cijèliti	t͡sijěliti	
driskati	bcs	drískati	drǐːskati	
ǫ̀zlъ	bcs	ȕzao	ûzao	
mèrža	bcs	mrȅža	mrêʒa	
bridь	bcs	brȋd	brîːd	
sъmè̌ti	bcs	smjȅti	smjêti	
dȏmъ	bcs	dȏm	dôːm	
nejęsytь	bcs	nesit	nesit	
drobìti	bcs	dròbiti	drǒbiti	
kъrmъ	bcs	kŕma	křːma	
dǫ̑bъ	bcs	dȗb	dûːb	
belená	bcs	blȇn	blêːn	
svekrъ	bcs	svȅkar	sʋêkar	
syrovъ	bcs	sȉrov	sîroʋ	
jьlъ	bcs	il	il	
orě̀xъ	bcs	òrah	ǒrax	
mьrziti	bcs	mŕziti	mřːziti	
rǫ̑bъ	bcs	rūb	ruːb	
norvъ	bcs	nárav	nǎːraʋ	
dupl̨a	bcs	dúplja	dǔːpʎa	
mavati	bcs	mȁjati	mâjati	
dȇrvo	bcs	drȉjevo	drîjeʋo	
mȃmъ	bcs	mȃm	mâːm	
lobъzati	bcs	lobzbȁt	lobzbât	
ěrъka	bcs	jȁrka	jârka	
slàva	bcs	slȁva	slâʋa	
kl̨učiti	bcs	kljùčiti	kʎǔtʃiti	
vitь	bcs	pȁvit	pâʋit	
prodadja	bcs	prȍdaja	prôdaja	
i	bcs	i	i	
dvьrь	bcs	dvari	dʋari	
vȏlsъ	bcs	vlȃs	ʋlâːs	
gъlbь	bcs	gȗb	ɡûːb	
velìkъ	bcs	vȅlikī	ʋêlikiː	
matati	bcs	matati	matati	
xȏldъ	bcs	hlȃd	xlâːd	
pǫpъ	bcs	pȗp	pûːp	
bèrza	bcs	brȅza	brêza	
mьn̨eje	bcs	mȁnjē	mâɲeː	
bьrati	bcs	brȁti	brâti	
ȍlkъtь	bcs	lȃkat	lâːkat	
kūrìti	bcs	kúriti	kǔːriti	
čìstiti	bcs	čȉstiti	tʃîstiti	
l̨ubo	bcs	ljubo	ʎubo	
pěga	bcs	pjȅga	pjêɡa	
čermъxa	bcs	crȉjemuša	t͡srîjemuʃa	
jesìka	bcs	jèsika	jěsika	
ȍlovo	bcs	ȍlovo	ôloʋo	
akъ	bcs	jȃk	jâːk	
pьrga	bcs	pȑga	pr̂ɡa	
bridъ	bcs	brȋd	brîːd	
kòrva	bcs	krȁva	krâʋa	
židъkъ	bcs	žídak	ʒǐːdak	
rě̑čь	bcs	rȉječ	rîjet͡ʃ	
majati	bcs	mȁjati	mâjati	
tręsti	bcs	trésti	trěːsti	
pǫgъvica	bcs	pȕgva	pûɡʋa	
kogъdy	bcs	kàda	kǎda	
glabati	bcs	glȁbati	ɡlâbati	
veslò	bcs	vèslo	ʋěslo	
mę	bcs	me	me	
zьlčь	bcs	žȗč	ʒûːtʃ	
grudъ	bcs	grȕda	ɡrûda	
bojati sę	bcs	bòjati se	bǒjati	
žę̀tva	bcs	žȅtva	ʒêtʋa	
dvòrъ	bcs	dvȏr	dʋôːr	
bьbrъ	bcs	dȁbar	dâbar	
morъ	bcs	mȏr	môːr	
ȍpaky	bcs	ȍpāk	ôpaːk	
sъlàti	bcs	slȁti	slâti	
lisъ	bcs	lȋs	lîːs	
dòlnь	bcs	dlȁn	dlân	
vьśь	bcs	sȁv	sâʋ	
oje	bcs	óje	ǒːje	
měna	bcs	mijèna	mijěna	
mùxa	bcs	mùha	mǔxa	
blistati	bcs	blȉskati (se)	blîskati	
dъnò	bcs	dnȍ	dnô	
bòlto	bcs	blȁto	blâto	
mèčь	bcs	mȁč	mâtʃ	
gъrkati	bcs	grkati	ɡrkati	
blě̑dъ	bcs	blȉjed	blîjed	
stojati	bcs	stàjati	stǎjati	
čel̨adь	bcs	čȅljād	tʃêʎaːd	
drebà	bcs	dróba	drǒːba	
pȍrsę	bcs	prȃse	prâːse	
gumьnò	bcs	gúmno	ɡǔːmno	
zelènъ	bcs	zèlen	zělen	
dupę	bcs	dȕpe	dûpe	
gńìda	bcs	gnjȉda	ɡɲîda	
teplъ	bcs	tȍpao	tôpao	
kǫda	bcs	kùdā	kǔdaː	
žegti	bcs	žèći	ʒětɕi	
kobьcь	bcs	kòbac	kǒbats	
žezlò	bcs	žèzlo	ʒězlo	
xvórstъ	bcs	hrȃst	xrâːst	
dě̀dъ	bcs	djȅd	djêd	
pàdati	bcs	pȁdati	pâdati	
gъrno	bcs	grno	ɡrno	
ežika	bcs	jèžica	jěʒitsa	
glìna	bcs	gnjȉla	ɡɲîla	
dьl̨a	bcs	dijel	dijel	
bez	bcs	bez	bez	
vь̀rxъ	bcs	vȓh	ʋr̂ːx	
vъnùkъ	bcs	ùnuk	ǔnuk	
bogàtъ	bcs	bògat	bǒɡat	
otvorìti	bcs	otvòriti	otʋǒriti	
migati	bcs	mȉgati	mîɡati	
vъ̑šь	bcs	vȃš	ʋâːʃ	
bričь	bcs	brȋč	brîːtʃ	
klìkati	bcs	klȉcati	klîtsati	
sermъša	bcs	srȉjemuša	srîjemuʃa	
cě̄và	bcs	cȋva	tsîːʋa	
xlǫdъ	bcs	hlúd	xlǔːd	
grъmъ	bcs	gȓm	ɡr̂ːm	
kъlъ	bcs	kȃl	kâːl	
tęgъ	bcs	tȇg	têːɡ	
bỳstrъ	bcs	bȉstar	bîstar	
pàra	bcs	pȁra	pâra	
rě̄kà	bcs	rijèka	rijěka	
kysьlъ	bcs	kȉsao	kîsao	
žьlna	bcs	žúna	ʒǔːna	
gòrxъ	bcs	grȁh	ɡrâx	
làskati	bcs	lȁskati	lâskati	
krinica	bcs	krȋnica	krîːnitsa	
dāvìti	bcs	dáviti	dǎːʋiti	
minǫti	bcs	mínuti	mǐːnuti	
tvȃrь	bcs	tvȃr	tʋâːr	
čȋnъ	bcs	čȋn	tʃîːn	
nāròdъ	bcs	národ	nǎːrod	
vòlga	bcs	vlȁga	ʋlâɡa	
bě̄dà	bcs	bijèda	bijěda	
čàsъ	bcs	čȁs	tʃâs	
dira	bcs	dìra	dǐra	
blizno	bcs	blȉzna	blîzna	
grebenь	bcs	grȅben	ɡrêben	
mь̀čь	bcs	mȁč	mâtʃ	
làjati	bcs	lȁjati	lâjati	
pȍpelъ	bcs	pȅpeo	pêpeo	
kȃlъ	bcs	kȃl	kâːl	
vъnъ	bcs	vȁn	ʋân	
kričati	bcs	kríčati	krǐːt͡ʃati	
klětь	bcs	klȉjet	klîjet	
drobìna	bcs	dróba	drǒːba	
gribati	bcs	gribati	ɡribati	
koterъ	bcs	koteri	koteri	
mǭtìti	bcs	mútiti	mǔːtiti	
bьlnovati	bcs	búniti se	bǔːniti	
verslò	bcs	vrijèslo	ʋrijěslo	
olbǭdь	bcs	lȁbūd	lâbuːd	
brьnьje	bcs	brnje	brɲe	
sъrěsti	bcs	srȅsti	srêsti	
pь̑nь	bcs	pȃnj	pâːɲ	
lěpiti	bcs	lijèpiti	lijěpiti	
bě̄dìti	bcs	bijèditi	bijěditi	
těnь	bcs	tẹ́nja	t͡ʃeɲa	
mьgnǫti	bcs	màgnuti	mǎɡnuti	
grę̑znǫti	bcs	grȅznuti	ɡrêznuti	
vȇrsъ	bcs	vrȉjes	ʋrîjes	
ěra	bcs	jȁra	jâra	
moždženo	bcs	moždena	moʒdena	
koltiti	bcs	klátiti	klǎːtiti	
bȏlgo	bcs	blȃgo	blâːɡo	
brę̀knǫti	bcs	bréknuti	brěːknuti	
ženà	bcs	žèna	ʒěna	
slǫ̀ka	bcs	šljȕka	ʃʎûka	
čermъšь	bcs	crȉjemuša	t͡srîjemuʃa	
drǫ́kъ	bcs	druk	druk	
mȋgъ	bcs	mȋg	mîːɡ	
liběvъ	bcs	lȉbav	lîbaʋ	
līzàti	bcs	lízati	lǐːzati	
slỳšati	bcs	slȉšati	slîʃati	
gǫžьva	bcs	gȗžva	ɡûːʒʋa	
prosìti	bcs	pròsiti	prǒsiti	
mьrkъ	bcs	mrk	mrk	
vъn	bcs	u	u	
pèlva	bcs	pljȅva	pʎêʋa	
pletjè	bcs	plèće	plětɕe	
korà	bcs	kȍra	kôra	
cě̑lъ	bcs	cȉjel	tsîjel	
čerpati	bcs	crèpati	t͡srěpati	
olbodà	bcs	lobòda	lobǒda	
gràbiti	bcs	grȁbiti	ɡrâbiti	
mě̀sęcь	bcs	mjȅsēc	mjêseːts	
vȋdъ	bcs	vȋd	ʋîːd	
pustìti	bcs	pùstiti	pǔstiti	
lȏvъ	bcs	lȏv	lôːʋ	
vertenò	bcs	vretèno	ʋretěno	
dāvàti	bcs	dávati	dǎːʋati	
dętelъ	bcs	djètao	djětao	
rokъ	bcs	rȏk	rôːk	
erębь	bcs	jȁrēb	jâreːb	
osà	bcs	òsa	ǒsa	
klěšča	bcs	klijèšta	klijěʃta	
grǫdъ	bcs	grȕda	ɡrûda	
košara	bcs	kòšara	kǒʃara	
kydnǫti	bcs	kȉnuti se	kînuti	
kukonosъ	bcs	kukònos	kukǒnos	
kokošь	bcs	kȍkōš	kôkoːʃ	
òlkomъ	bcs	lȁkom	lâkom	
pòlxъ	bcs	plȁh	plâx	
àblъkъ	bcs	jȁbuka	jâbuka	
nogà	bcs	nòga	nǒɡa	
drьkolь	bcs	drkol	drkol	
gubìti	bcs	gùbiti	ɡǔbiti	
gně̀vъ	bcs	gnjȅv	ɡɲêʋ	
sušìti	bcs	súšiti	sǔːʃiti	
pętà	bcs	péta	pěːta	
kobь	bcs	kȏb	kôːb	
pȏlzъ	bcs	plȃz	plâːz	
zmь̀jь	bcs	zmȃj	zmâːj	
stàdo	bcs	stȁdo	stâdo	
grobъ	bcs	grȍb	ɡrôb	
pь̀rsь	bcs	pȑsi	pr̂si	
kvě̑tъ	bcs	cvȉjet	tsʋîjet	
ȁsenъ	bcs	jȁsēn	jâseːn	
tỳsǫti	bcs	tȉsuća	tîsutɕa	
lěnь	bcs	lȉjen	lîjen	
