абакът	abákǎt	/ˌaˈbakət̪/
абанос	abanós	/əbəˈnɔs/
абаноса	abanósa	/əbəˈnɔsə/
абаносе	abanóse	/əbəˈnɔsɛ/
абаносов	abanósov	/əbəˈnɔsof/
абаносова	abanósova	/ˌabəˈnɔsovə/
абаносовата	abanósovata	/ˌabəˈnɔsovət̪ə/
абаносови	abanósovi	/ˌabəˈnɔsovi/
абаносовите	abanósovite	/ˌabəˈnɔsovit̪ɛ/
абаносовия	abanósovija	/ˌabəˈnɔsovijə/
абаносовият	abanósovijat	/ˌabəˈnɔsovijət̪/
абаносово	abanósovo	/ˌabəˈnɔsovo/
абаносовото	abanósovoto	/ˌabəˈnɔsovot̪o/
абаносът	abanósăt	/ˌabəˈnɔsət̪/
абата	abáta	/əˈbat̪ə/
абатска	abátska	/ˌaˈbat̪skə/
абатската	abátskata	/ˌaˈbat̪skət̪ə/
абатски	abátski	/əˈbatski/
абатский	abátskiy	/aˈbatskij/
абатските	abátskite	/ˌaˈbat̪skʲit̪ɛ/
абатския	abátskija	/ˌaˈbat̪skʲijə/
абатският	abátskijat	/ˌaˈbat̪skʲijət̪/
абатско	abátsko	/ˌaˈbat̪sko/
абатското	abátskoto	/ˌaˈbat̪skot̪o/
абатства	abátstva	/ˌaˈbat̪st̪və/
абатствата	abátstvata	/ˌaˈbat̪st̪vət̪ə/
абатство	abátstvo	/əˈbatstvo/
абатството	abátstvoto	/ˌaˈbat̪st̪vot̪o/
абаци	abáci	/ˌaˈbat͡si/
абаците	abácite	/ˌaˈbat͡sit̪ɛ/
абда́л	abdál	/əbˈdaɫ/
абдала	abdála	/ˌaˈbd̪aɫə/
абдале	abdále	/ˌaˈbd̪alɛ/
абдали	abdáli	/ˌaˈbd̪ali/
абдалите	abdálite	/ˌaˈbd̪alit̪ɛ/
абдалът	abdálǎt	/ˌaˈbd̪aɫət̪/
абдикации	abdikácii	/ˌabd̪iˈkatsi.i/
абдикациите	abdikáciite	/ˌabd̪iˈkatsi.it̪ɛ/
абдикацийо	abdikácijo	/ˌabd̪iˈkat͡sijo/
абдикация	abdikácija	/abdiˈkat͡sijə/
абдикацията	abdikácijata	/ˌabd̪iˈkatsijət̪ə/
абдикира	абдики́ра	[əbdiˈkʲirə]
абдикирай	абдики́рай	[əbdiˈkʲirəj]
абдики́райки	abdikírajki	[əbdiˈkʲirəjkʲi]
абдики́райте	abdikírajte	[əbdiˈkʲirəjtɛ]
абдики́рал	abdikíral	[əbdiˈkʲirəɫ]
абдики́рала	abdikírala	[əbdiˈkʲirəɫə]
абдики́ралата	abdikíralata	[əbdiˈkʲirəɫətə]
абдики́рали	abdikírali	[əbdiˈkʲirəlʲi]
абдики́ралите	abdikíralite	[əbdiˈkʲirəlʲitɛ]
абдики́ралия	abdikíralija	[əbdiˈkʲirəlʲijə]
абдикиралият	abdikíralijat	/ˌabd̪iˈkʲirəlijət̪/
абдикирало	abdikíralo	/ˌabd̪iˈkʲirəɫo/
абдикиралото	abdikíraloto	/ˌabd̪iˈkʲirəɫot̪o/
абдики́рам	abdikíram	/əbdiˈkirəm/
абдикираме	abdikírame	/ˌabd̪iˈkʲirəmɛ/
абдикиране	abdikírane	/əbdiˈkʲirənɛ/
абдикиранета	abdikiranija	/ˌabd̪iˈkʲirənɛt̪ə/
абдикиранетата	abdikiranijata	/ˌabd̪iˈkʲirənɛt̪ət̪ə/
абдикирането	abdikíraneto	/ˌabd̪iˈkʲiɾənɛt̪o/
абдикирания	abdikíranija	/ˌabd̪iˈkʲiɾənijə/
абдикиранията	abdikíranijata	/ˌabd̪iˈkʲiɾənijət̪ə/
абдикират	abdikírat	/ˌabd̪iˈkʲirət̪/
абдикирате	abdikírate	/ˌabd̪iˈkʲirət̪ɛ/
абдикирах	abdikírah	/ˌabd̪iˈkʲirəx/
абдикираха	abdikíraha	/ˌabd̪iˈkʲirəxə/
абдикирахме	abdikírahme	/ˌabd̪iˈkʲirəxmɛ/
абдикирахте	abdikírahte	/ˌabd̪iˈkʲirəxt̪ɛ/
абдикираш	abdikíraš	/ˌabd̪iˈkʲirəʃ/
абдикираше	abdikíraše	/ˌabd̪iˈkʲirəʃɛ/
абдикиращ	abdikírašt	/ˌabd̪iˈkʲirəʃt̪/
абдикираща	abdikírašta	/ˌabd̪iˈkʲirəʃt̪ə/
абдикиращата	abdikíraštata	/ˌabd̪iˈkʲirəʃt̪ət̪ə/
абдикиращи	abdikírašti	/ˌabd̪iˈkʲirəʃt̪i/
абдикиращите	abdikíraštite	/ˌabd̪iˈkʲirəʃt̪it̪ɛ/
абдикиращия	abdikíraštija	/ˌabd̪iˈkʲirəʃt̪ijə/
абдикиращият	abdikíraštijat	/ˌabd̪iˈkʲirəʃt̪ijət̪/
абдикиращо	abdikírašto	/ˌabd̪iˈkʲirəʃt̪o/
абдикиращото	abdikíraštoto	/ˌabd̪iˈkʲirəʃt̪ot̪o/
абдомина́лен	abdominálen	/əbdomiˈnalɛn/
абдоминална	abdominálna	/ˌabd̪omiˈnaɫnə/
абдоминалната	abdominálnata	/ˌabd̪omiˈnaɫnət̪ə/
абдоминални	abdominálni	/ˌabd̪omiˈnaɫni/
абдоминалний	abdominálniy	/abdɔmiˈnalnij/
абдоминалните	abdominálnite	/ˌabd̪omiˈnaɫnit̪ɛ/
абдоминалния	abdominálnija	/ˌabd̪omiˈnaɫnijə/
абдоминалният	abdominálnijat	/ˌabd̪omiˈnaɫnijət̪/
абдоминално	abdominálno	/ˌabd̪omiˈnaɫno/
абдоминалното	abdominálnoto	/ˌabd̪omiˈnaɫnot̪o/
абдукции	abdúkcii	/ˌabˈd̪uktsi.i/
абдукциите	abdúkciite	/ˌabˈd̪uktsi.it̪ɛ/
абдукцийо	abdúkcijo	/ˌabˈd̪ukt͡sijɔ/
абду́кция	abdúkcija	/abˈdukt͡sijə/
абдукцията	abdúkcijata	/ˌabˈd̪uktsijət̪ə/
аберации	aberácii	/ˌabɛˈɾatsi.i/
аберациите	aberáciite	/ˌabɛˈɾatsi.it̪ɛ/
аберацийо	aberácijo	/ˌabɛˈɾat͡sijɔ/
абера́ция	aberácija	/abɛˈrat͡sijə/
аберацията	aberácijata	/ˌabɛˈɾatsijət̪ə/
аби	abí	/əˈbi/
абисинец	abisínec	/əbiˈsinɛts/
абисинеца	abisíneca	/ˌabiˈsinɛtsə/
абисинецо	abisíneco	/ˌabiˈsinɛt͡sɔ/
абисинецът	abisínecǎt	/ˌabiˈsinɛtsət̪/
абисинка	abisínka	/abiˈsiŋkə/
абисинката	abisínkata	/ˌabiˈsiŋkət̪ə/
абисинки	abisínki	/ˌabiˈsiŋkʲi/
абисинките	abisínkite	/ˌabiˈsiŋkʲit̪ɛ/
абисинко	abisínko	/ˌabiˈsiŋkɔ/
абисинска	abisínska	/ˌabiˈsinskə/
абисинската	abisínskata	/ˌabiˈsinskət̪ə/
абисински	abisínski	/əbiˈsinski/
абисинский	abisínskiy	/abiˈsinskij/
абисинските	abisínskite	/ˌabiˈsinskʲit̪ɛ/
абисинския	abisínskija	/ˌabiˈsinskʲijə/
абисинският	abisínskijat	/ˌabiˈsinskʲijət̪/
абисинско	abisínsko	/ˌabiˈsinsko/
абисинското	abisínskoto	/ˌabiˈsinskot̪o/
абисинци	abisínci	/ˌabiˈsint͡si/
абисинците	abisíncite	/ˌabiˈsint͡sit̪ɛ/
абите	abíte	/əˈbit̪ɛ/
абитуриент	abituriént	/əbituriˈɛnt/
абитуриента	abituriénta	/ˌabit̪uɾiˈɛnt̪ə/
абитуриенте	abituriénte	/ˌabit̪uɾiˈɛnt̪ɛ/
абитуриенти	abituriénti	/ˌabit̪uɾiˈɛnt̪i/
абитуриентите	abituriéntite	/ˌabit̪uɾiˈɛnt̪it̪ɛ/
абитуриентка	abituriéntka	/ˌabit̪uriˈɛnt̪kə/
абитуриентката	abituriéntkata	/ˌabit̪uɾiˈɛnt̪kət̪ə/
абитуриентки	abituriéntki	/ˌabit̪uɾiˈɛnt̪kʲi/
абитуриентко	abituriéntko	/ˌabit̪uɾiˈɛnt̪ko/
абитуриентска	abituriéntska	/ˌabit̪uɾiˈɛnskə/
абитуриентската	abituriéntskata	/ˌabit̪uɾiˈɛnskət̪ə/
абитуриентски	abituriéntski	/əbituriˈɛnski/
абитуриентский	abituriéntskiy	/abituriˈɛntskij/
абитуриентските	abituriéntskite	/ˌabit̪uɾiˈɛnskʲit̪ɛ/
абитуриентския	abituriéntskija	/ˌabit̪uɾiˈɛnskʲijə/
абитуриентският	abituriéntskijat	/ˌabit̪uɾiˈɛnskʲijət̪/
абитуриентско	abituriéntsko	/ˌabit̪uɾiˈɛnsko/
абитуриентското	abituriéntskoto	/ˌabit̪uɾiˈɛnskot̪o/
абитуриентът	abituriéntǎt	/ˌabit̪uɾiˈɛnt̪ət̪/
аблактации	ablaktácii	/ˌabɫəkˈt̪atsi.i/
аблактациите	ablaktáciite	/ˌabɫəkˈt̪atsi.it̪ɛ/
аблактацийо	ablaktácijo	/ˌabɫəkˈt̪at͡sijo/
аблакта́ция	ablaktácija	/ˌabɫəkˈt̪at͡sijə/
аблактацията	ablaktácijata	/ˌabɫəkˈt̪atsijət̪ə/
або	ábo	/ˈabo/
абонамент	abonemént	/əbonəmˈɛnt/
абонаментен	abonaménten	/əbonəˈmɛntɛn/
абонаментна	abonaméntna	/ˌabonəˈmɛnt̪nə/
абонаментната	abonaméntnata	/ˌabonəˈmɛnt̪nət̪ə/
абонаментни	abonaméntni	/ˌabonəˈmɛnt̪ni/
абонаментните	abonaméntnite	/ˌabonəˈmɛnt̪nit̪ɛ/
абонаментния	abonaméntnija	/ˌabonəˈmɛnt̪nijə/
абонаментният	abonaméntnijat	/ˌabonəˈmɛnt̪nijət̪/
абонаментно	abonaméntno	/ˌabonəˈmɛnt̪no/
абонаментното	abonaméntnoto	/ˌabonəˈmɛnt̪not̪o/
абонат	abonát	/ˌaboˈnat̪/
абоната	abonáta	/ˌaboˈnat̪ə/
абонате	abonáte	/ˌaboˈnat̪ɛ/
абонати	abonáti	/ˌaboˈnat̪i/
абонатите	abonátite	/ˌaboˈnat̪it̪ɛ/
абонатът	abonátǎt	/ˌaboˈnat̪ət̪/
абонирам	aboniram	/əboˈnirəm/
абониране	abonírane	/ˌaboˈniɾənɛ/
абонирането	aboníraneto	/ˌaboˈniɾənɛt̪o/
абонирания	aboníranija	/ˌaboˈniɾənijə/
абониранията	aboníranijata	/ˌaboˈniɾənijət̪ə/
абориген	aborigén	/ˌaboɾiˈɡʲɛn/
аборигена	aborigéna	/ˌaboɾiˈɡʲɛnə/
аборигене	aborigéne	/ˌaboɾiˈɡʲɛnɛ/
вилица	vilica	[vilʲit͡sa]
натоварване	natovarvane	/natɔˈvarvanɛ/
фъстъ̀к	fǎstǎ̀k	[fəˈstɤk]
шебо̀й	šebòj	[ʃeˈbɔj]
шибо̀й	šebòj	[ʃiˈbɔj]
вещер	vešter	/ˈvɛʃtɛr/
ракия	rakija	[raˈkʲija]
диамант	diamant	/diaˈmant/
тога̀вашен	togava	/tɔɡavaʃen/
турцизъм	turcizǎm	/ˌturˈt͡sizɤm/
синьо	sínjo	/ˈsinʲo/
зареждам	zaréždam	/zəˈrɛʒd̪əm/
безделнича	bezdélnicha	/bɛzˈd̪ɛɫnitʃə/
ноември	noémvri	/noˈɛmvri/
този	tózi	/ˈt̪ɔzi/
домета	dometá	/dɔmɛˈtə/
начета	nachetá	/nətʃɛˈt̪ɤ/
домитам	domítam	/dɔˈmitam/
начитам	nachítam	/nɐˈtʃit̪əm/
надонасям	nadonásyam	/nəd̪oˈnasʲəm/
аборигени	aborigéni	/ˌaboɾiˈɡʲɛni/
аборигените	aborigénite	/ˌaboɾiˈɡʲɛnit̪ɛ/
аборигенка	aborigénka	/ˌaboɾiˈɡʲɛŋkə/
аборигенката	aborigénkata	/ˌaboɾiˈɡʲɛŋkət̪ə/
аборигенки	aborigénki	/ˌaboɾiˈɡʲɛŋkʲi/
аборигенките	aborigénkite	/ˌaboɾiˈɡʲɛŋkʲit̪ɛ/
аборигенко	aborigénko	/ˌaboɾiˈɡʲɛŋkɔ/
аборигенска	aborigénska	/ˌaboɾiˈɡʲɛnskə/
аборигенската	aborigénskata	/ˌaboɾiˈɡʲɛnskət̪ə/
аборигенски	aborigénski	/ˌaboriˈɡʲɛnski/
аборигенский	aborigénskiy	/abɔriˈɡɛnskij/
аборигенските	aborigénskite	/ˌaboɾiˈɡɛnskʲit̪ɛ/
аборигенския	aborigénskija	/ˌaboɾiˈɡɛnskʲijə/
аборигенският	aborigénskijat	/ˌaboɾiˈɡɛnskʲijət̪/
аборигенско	aborigénsko	/ˌaboɾiˈɡʲɛnsko/
аборигенското	aborigénskoto	/ˌaboɾiˈɡʲɛnskot̪o/
аборигенче	aborigénče	/ˌaboɾiˈɡʲɛntʃɛ/
аборигенчета	aborigénčeta	/ˌaboɾiˈɡʲɛntʃɛt̪ə/
аборигенчетата	aborigénčetata	/ˌaboɾiˈɡʲɛntʃɛt̪ət̪ə/
аборигенчето	aborigénčeto	/ˌaboɾiˈɡʲɛntʃɛt̪o/
аборигенът	aborigénǎt	/ˌaboɾiˈɡʲɛnət̪/
абортирам	abortiram	/aˌbɔrˈtiram/
абортиране	abortírane	/ˌaborˈt̪iɾənɛ/
абортирането	abortíraneto	/ˌaborˈt̪iɾənɛt̪o/
абортирания	abortíranija	/ˌaborˈt̪iɾənijə/
абортиранията	abortíranijata	/ˌaborˈt̪iɾənijət̪ə/
абразивен	abrazíven	/əbrəˈzivɛn/
абразивна	abrazívna	/ˌabrəˈzivnə/
абразивната	abrazívnata	/ˌabrəˈzivnət̪ə/
абразивни	abrazívni	/ˌabrəˈzivni/
абразивните	abrazívnite	/ˌabrəˈzivnit̪ɛ/
абразивния	abrazívnija	/ˌabrəˈzivnijə/
абразивният	abrazívnijat	/ˌabrəˈzivnijət̪/
абразивно	abrazívno	/ˌabrəˈzivno/
абразивното	abrazívnoto	/ˌabrəˈzivnot̪o/
абразии	abrázii	/ˌabˈrazi.i/
абразиите	abráziite	/ˌabˈrazi.it̪ɛ/
абразийо	abrázijo	/ˌabˈrazijɔ/
абра́зия	abrázija	/ˌabˈrazijə/
абразията	abrázijata	/ˌabˈrazijət̪ə/
абревиатура	abreviatúra	/ˌabrɛviəˈt̪uɾə/
абревиатурата	abreviatúrata	/ˌabrɛviəˈt̪uɾət̪ə/
абревиатури	abreviatúri	/ˌabrɛviəˈt̪uɾi/
абревиатурите	abreviatúrite	/ˌabrɛviəˈt̪uɾit̪ɛ/
абревиатуро	abreviatúro	/ˌabrɛviəˈt̪uɾɔ/
абсолвент	absolvént	/ˌapsoɫˈvɛnt̪/
абсолвента	absolvénta	/ˌapsoɫˈvɛnt̪ə/
абсолвенте	absolvénte	/ˌapsoɫˈvɛnt̪ɛ/
абсолвенти	absolvénti	/ˌapsoɫˈvɛnt̪i/
абсолвентите	absolvéntite	/ˌapsoɫˈvɛnt̪it̪ɛ/
абсолвентка	absolvéntka	/ˌapsoɫˈvɛnt̪kə/
абсолвентката	absolvéntkata	/ˌapsoɫˈvɛnt̪kət̪ə/
абсолвентки	absolvéntki	/ˌapsoɫˈvɛnt̪kʲi/
абсолвентките	absolvéntkite	/ˌapsoɫˈvɛnt̪kʲit̪ɛ/
абсолвентко	absolvéntko	/ˌapsoɫˈvɛnt̪kɔ/
абсолвентска	absolvéntska	/ˌapsoɫˈvɛnskə/
абсолвентската	absolvéntskata	/ˌapsoɫˈvɛnskət̪ə/
абсолвентски	absolvéntski	/ˌapsoɫˈvɛnskʲi/
абсолвентските	absolvéntskite	/ˌapsoɫˈvɛnskʲit̪ɛ/
абсолвентския	absolvéntskija	/ˌapsoɫˈvɛnskʲijə/
абсолвентският	absolvéntskijat	/ˌapsoɫˈvɛnskʲijət̪/
абсолвентско	absolvéntsko	/ˌapsoɫˈvɛnsko/
абсолвентското	absolvéntskoto	/ˌapsoɫˈvɛnskot̪o/
абсолвентът	absolvéntǎt	/ˌapsoɫˈvɛnt̪ət̪/
абсолютен	absolyúten	/apsɔˈlʲutɛn/
абсолютизиране	absolyutizírane	/ˌapsolʲut̪iˈziɾənɛ/
абсолютизирането	absoljutizíraneto	/ˌapsolʲut̪iˈziɾənɛt̪o/
абсолютизирания	absoljutizíranija	/ˌapsolʲut̪iˈziɾənijə/
абсолютизиранията	absoljutizíranijata	/ˌapsolʲut̪iˈziɾənijət̪ə/
абсолютна	absoljútna	/ˌapsoˈlʲut̪nə/
абсолютната	absoljútnata	/ˌapsoˈlʲut̪nət̪ə/
абсолютни	absoljútni	/ˌapsoˈlʲut̪ni/
абсолютните	absoljútnite	/ˌapsoˈlʲut̪nit̪ɛ/
абсолютния	absoljútnija	/ˌapsoˈlʲut̪nijə/
абсолютният	absoljútnijat	/ˌapsoˈlʲut̪nijət̪/
абсолютно	absoljútno	/ˌapsɔˈlʲutnɔ/
абсолютност	absolyútnost	/əpsoˈlʲutnost/
абсолютното	absoljútnoto	/ˌapsoˈlʲut̪not̪o/
абсорбира	absorbíra	/ˌapsorˈbirə/
абсорбирай	absorbíraj	/ˌapsorˈbirəj/
абсорбирайки	absorbírajki	/ˌapsorˈbirəjkʲi/
абсорбирайте	absorbírajte	/ˌapsorˈbirəjt̪ɛ/
абсорбирал	absorbíral	/ˌapsorˈbirəɫ/
абсорбирала	absorbírala	/ˌapsorˈbirəɫə/
абсорбиралата	absorbíralata	/ˌapsorˈbirəɫət̪ə/
абсорбирали	absorbírali	/ˌapsorˈbirəli/
абсорбиралите	absorbíralite	/ˌapsorˈbirəlit̪ɛ/
абсорбиралия	absorbíralija	/ˌapsorˈbirəlijə/
абсорбиралият	absorbíralijat	/ˌapsorˈbirəlijət̪/
абсорбирало	absorbíralo	/ˌapsorˈbirəɫo/
абсорбиралото	absorbíraloto	/ˌapsorˈbirəɫot̪o/
абсорбирам	absorbíram	/əpsorˈbirəm/
абсорбираме	absorbírame	/ˌapsorˈbirəmɛ/
абсорбиран	absorbíran	/ˌapsorˈbirən/
абсорбирана	absorbírana	/ˌapsorˈbirənə/
абсорбираната	absorbíranata	/ˌapsorˈbirənət̪ə/
абсорбиране	absorbírane	/əpsorˈbirənɛ/
абсорбиранета	absorbiranija	/ˌapsorˈbirənɛt̪ə/
абсорбиранетата	absorbiranijata	/ˌapsorˈbirənɛt̪ət̪ə/
абсорбирани	absorbírani	/ˌapsorˈbirəni/
абсорбираните	absorbíranite	/ˌapsorˈbirənit̪ɛ/
абсорбирания	absorbiranija	/ˌapsorˈbirənijə/
абсорбираният	absorbíranijat	/ˌapsorˈbirənijət̪/
абсорбирано	absorbírano	/ˌapsorˈbirəno/
абсорбираното	absorbíranoto	/ˌapsorˈbirənot̪o/
абсорбират	absorbírat	/ˌapsorˈbirət̪/
абсорбирате	absorbírate	/ˌapsorˈbirət̪ɛ/
абсорбирах	absorbírah	/ˌapsorˈbirəx/
абсорбираха	absorbíraha	/ˌapsorˈbirəxə/
абсорбирахме	absorbírahme	/ˌapsorˈbirəxmɛ/
абсорбирахте	absorbírahte	/ˌapsorˈbirəxt̪ɛ/
абсорбираш	absorbíraš	/ˌapsorˈbirəʃ/
абсорбираше	absorbíraše	/ˌapsorˈbirəʃɛ/
абсорбиращ	absorbírašt	/ˌapsorˈbirəʃt̪/
абсорбираща	absorbírašta	/ˌapsorˈbirəʃt̪ə/
абсорбиращата	absorbíraštata	/ˌapsorˈbirəʃt̪ət̪ə/
абсорбиращи	absorbírašti	/ˌapsorˈbirəʃt̪i/
абсорбиращите	absorbíraštite	/ˌapsorˈbirəʃt̪it̪ɛ/
абсорбиращия	absorbíraštija	/ˌapsorˈbirəʃt̪ijə/
абсорбиращият	absorbíraštijat	/ˌapsorˈbirəʃt̪ijət̪/
абсорбиращо	absorbírašto	/ˌapsorˈbirəʃt̪o/
абсорбиращото	absorbíraštoto	/ˌapsorˈbirəʃt̪ot̪o/
абсорбция	absórbcija	/apˈsɔrpt͡sija/
абстрактен	abstrákten	/əpsˈtraktɛn/
абстрактна	abstráktna	/ˌapsˈt̪raknə/
абстрактната	abstráktnata	/ˌapsˈt̪raknət̪ə/
абстрактни	abstráktni	/ˌapsˈt̪rakni/
абстрактните	abstráktnite	/ˌapsˈt̪raknit̪ɛ/
абстрактния	abstráktnija	/ˌapsˈt̪raknijə/
абстрактният	abstráktnijat	/ˌapsˈt̪raknijət̪/
абстрактно	abstráktno	/ˌapsˈt̪rakt̪no/
абстрактното	abstráktnoto	/ˌapsˈt̪raknot̪o/
абстра́кция	abstrákcija	/apsˈtrakt͡sijə/
абсурд	absurd	[ɐpˌsurt]
абсурден	absúrden	/əpˈsurdɛn/
абсурдна	absúrdna	/ˌapˈsurd̪nə/
абсурдната	absúrdnata	/ˌapˈsurd̪nət̪ə/
абсурдни	absúrdni	/ˌapˈsurd̪ni/
абсурдните	absúrdnite	/ˌapˈsurd̪nit̪ɛ/
абсурдния	absúrdnija	/ˌapˈsurd̪nijə/
абсурдният	absúrdnijat	/ˌapˈsurd̪nijət̪/
абсурдно	absúrdno	/ˌapˈsurd̪no/
абсурдност	absúrdnost	/əpˈsurdnost/
абсурдното	absúrdnoto	/ˌapˈsurd̪not̪o/
абсциса	abscísa	/əpsˈt͡sisə/
абхазка	abházka	/ˌapˈxaskə/
абхазката	abházkata	/ˌapˈxaskət̪ə/
абха́зки	abházki	/ˌapˈxaskʲi/
абхазките	abházkite	/ˌapˈxaskʲit̪ɛ/
абхазкия	abházkija	/ˌapˈxaskʲijə/
абхазкият	abházkijat	/ˌapˈxaskʲijət̪/
абхазко	abházko	/ˌapˈxasko/
абхазкото	abházkoto	/ˌapˈxaskot̪o/
авангарден	avangárden	/əvənˈɡardɛn/
авангардна	avangárdna	/ˌavənˈɡard̪nə/
авангардната	avangárdnata	/ˌavənˈɡard̪nət̪ə/
авангардни	avangárdni	/ˌavənˈɡard̪ni/
авангардните	avangárdnite	/ˌavənˈɡard̪nit̪ɛ/
авангардния	avangárdnija	/ˌavənˈɡard̪nijə/
авангардният	avangárdnijat	/ˌavənˈɡard̪nijət̪/
авангардно	avangárdno	/ˌavənˈɡard̪no/
авангардното	avangárdnoto	/ˌavənˈɡard̪not̪o/
аванпост	avánpóst	/əˈvanˈpɔst/
аванс	aváns	/əˈvans/
авансира	avansíra	/ˌavənˈsiɾə/
авансирай	avansíraj	/ˌavənˈsiɾəj/
авансирайки	avansírajki	/ˌavənˈsiɾəjkʲi/
авансирайте	avansírajte	/ˌavənˈsiɾəjt̪ɛ/
авансирал	avansíral	/ˌavənˈsiɾəɫ/
авансирала	avansírala	/ˌavənˈsiɾəɫə/
авансиралата	avansíralata	/ˌavənˈsiɾəɫət̪ə/
авансирали	avansírali	/ˌavənˈsiɾəli/
авансиралите	avansíralite	/ˌavənˈsiɾəlit̪ɛ/
авансиралия	avansíralija	/ˌavənˈsiɾəlijə/
авансиралият	avansíralijat	/ˌavənˈsiɾəlijət̪/
авансирало	avansíralo	/ˌavənˈsiɾəɫo/
авансиралото	avansíraloto	/ˌavənˈsiɾəɫot̪o/
авансирам	avansíram	/ˌavənˈsiɾəm/
авансираме	avansírame	/ˌavənˈsiɾəmɛ/
авансиран	avansíran	/ˌavənˈsiɾən/
авансирана	avansírana	/ˌavənˈsiɾənə/
авансираната	avansíranata	/ˌavənˈsiɾənət̪ə/
авансиране	avansírane	/ˌavənˈsiɾənɛ/
авансиранета	avansiranija	/ˌavənˈsiɾənɛt̪ə/
авансиранетата	avansiranijata	/ˌavənˈsiɾənɛt̪ət̪ə/
авансирането	avansíraneto	/ˌavənˈsiɾənɛt̪o/
авансирани	avansírani	/ˌavənˈsiɾəni/
авансираните	avansíranite	/ˌavənˈsiɾənit̪ɛ/
авансирания	avansíranija	/ˌavənˈsiɾənijə/
авансираният	avansíranijat	/ˌavənˈsiɾənijət̪/
авансиранията	avansiranetata	/ˌavənˈsiɾənijət̪ə/
авансирано	avansírano	/ˌavənˈsiɾəno/
авансираното	avansíranoto	/ˌavənˈsiɾənot̪o/
авансират	avansírat	/ˌavənˈsiɾət̪/
авансирате	avansírate	/ˌavənˈsiɾət̪ɛ/
авансирах	avansírah	/ˌavənˈsiɾəx/
авансираха	avansíraha	/ˌavənˈsiɾəxə/
авансирахме	avansírahme	/ˌavənˈsiɾəxmɛ/
авансирахте	avansírahte	/ˌavənˈsiɾəxt̪ɛ/
авансираш	avansíraš	/ˌavənˈsiɾəʃ/
вилица	vilica	[vilʲit͡sa]
натоварване	natovarvane	/natɔˈvarvanɛ/
фъстъ̀к	fǎstǎ̀k	[fəˈstɤk]
шебо̀й	šebòj	[ʃeˈbɔj]
шибо̀й	šebòj	[ʃiˈbɔj]
вещер	vešter	/ˈvɛʃtɛr/
ракия	rakija	[raˈkʲija]
диамант	diamant	/diaˈmant/
тога̀вашен	togava	/tɔɡavaʃen/
турцизъм	turcizǎm	/ˌturˈt͡sizɤm/
синьо	sínjo	/ˈsinʲo/
зареждам	zaréždam	/zəˈrɛʒd̪əm/
безделнича	bezdélnicha	/bɛzˈd̪ɛɫnitʃə/
ноември	noémvri	/noˈɛmvri/
този	tózi	/ˈt̪ɔzi/
домета	dometá	/dɔmɛˈtə/
начета	nachetá	/nətʃɛˈt̪ɤ/
