dvòrъ	upper_sorbian	dwór	dwʊr
ě̑dь	upper_sorbian	jědź	jɪt͡ɕ
ȇ̌dъ	upper_sorbian	jěd	jɪt
ěbàti	upper_sorbian	jebać	ˈjɛbat͡ɕ
ěti	upper_sorbian	jěć	jɪt͡ɕ
ȅzerъ	upper_sorbian	jězer	ˈjɪzɛr
ȅzero	upper_sorbian	jězer	ˈjɪzɛr
ebàti	upper_sorbian	jebać	ˈjɛbat͡ɕ
edъvà	upper_sorbian	lědma	ˈlʲɪdma
edvà	upper_sorbian	lědma	ˈlʲɪdma
emela	upper_sorbian	jemjel	ˈjɛmʲɛl
emelo	upper_sorbian	jemjel	ˈjɛmʲɛl
erębъ	upper_sorbian	jerjab	ˈjɛrʲap
erębъkъ	upper_sorbian	jerjab	ˈjɛrʲap
erębь	upper_sorbian	jerjab	ˈjɛrʲap
erębina	upper_sorbian	jerjabina	ˈjɛrʲabʲina
esètra	upper_sorbian	jesetr	ˈjɛsɛtr
esètrъ	upper_sorbian	jesetr	ˈjɛsɛtr
eterъ	upper_sorbian	wot(e)ry	ˈɔtɛrɨ
etì	upper_sorbian	jebać	ˈjɛbat͡ɕ
ežь	upper_sorbian	jěž	jɪʃ
gatъ	upper_sorbian	hat	hat
gatь	upper_sorbian	hat	hat
gně̀vъ	upper_sorbian	gněw	ɡnʲɪ
gȏldъ	upper_sorbian	hɫód	wʊt
gȏlsъ	upper_sorbian	hɫós	wʊs
gȏrdъ	upper_sorbian	hród	rʊt
gòrxъ	upper_sorbian	hroch	rɔx
gojiti	upper_sorbian	hójić	ˈxʲit͡ɕ
golvà	upper_sorbian	hɫowa	ˈwɔwa
gorà	upper_sorbian	hora	ˈɔra
gornъ	upper_sorbian	hrono	ˈrɔnɔ
gorno	upper_sorbian	hrono	ˈrɔnɔ
grě́xъ	upper_sorbian	hrěch	rʲɪx
gryzati	upper_sorbian	hryzać	ˈrɨzat
gvě̄zdà	upper_sorbian	hwězda	ˈvʲɪzda
gvozdъ	upper_sorbian	hózdź	ʊɕt͡ɕ
gvozdь	upper_sorbian	hózdź	ʊɕt͡ɕ
jьmę	upper_sorbian	mjeno	ˈmʲɛnɔ
jьměti	upper_sorbian	měć	mʲɪt͡ɕ
jьmela	upper_sorbian	jemjel	ˈjɛmʲɛl
jьmelo	upper_sorbian	jemjel	ˈjɛmʲɛl
jelьša	upper_sorbian	wólša	ˈwʊlʃa
jesìka	upper_sorbian	wosa	ˈɔsa
kъlpь	upper_sorbian	koɫṕ	kɔw
kaziti	upper_sorbian	kazyć	ˈkazɨtɕ
kòlda	upper_sorbian	kɫóda	ˈkwʊda
kȏlsъ	upper_sorbian	kɫós	kwʊs
kòn̨ь	upper_sorbian	kóń	kʊnʲ
kòrva	upper_sorbian	kruwa	ˈkruwa
konьcь	upper_sorbian	kónc	ˈkʊnt͡s
koterъ	upper_sorbian	kotry	ˈkɔtrɨ
kotorъ	upper_sorbian	kotry	ˈkɔtrɨ
kroma	upper_sorbian	kroma	ˈkrɔma
kry	upper_sorbian	krej	krɛj
kvě̑tъ	upper_sorbian	květ	kʲɪt
kyprъ	upper_sorbian	kipry	ˈkʲiprɨ
lь̑nъ	upper_sorbian	len	lɛn
lь̑stь	upper_sorbian	lesć	lɛst͡ɕ
lakati	upper_sorbian	ɫakać	ˈwakat͡ɕ
lě̑pъ	upper_sorbian	lěp	ˈlɪp
lȇdъ	upper_sorbian	lód	lʊt
lěgati	upper_sorbian	lěhać	ˈlɪat͡ɕ
lękti	upper_sorbian	lac	lat͡s
ledva	upper_sorbian	lědma	ˈlɪdma
ležàti	upper_sorbian	ležeć	ˈlɛʒɛt͡ɕ
luska	upper_sorbian	ɫuska	ˈwuska
mь̀čь	upper_sorbian	mječ	mʲɛt͡ʃ
mьgà	upper_sorbian	mihel	ˈmʲihel
mьglà	upper_sorbian	mihel	ˈmʲihel
mъxъ	upper_sorbian	moch	mɔx
mȃzъ	upper_sorbian	maz	mas
mȃzь	upper_sorbian	maz	mas
mara	upper_sorbian	mara	ˈmara
mě̀dь	upper_sorbian	mjedź	mʲɛt͡ɕ
mě̀ra	upper_sorbian	měra	ˈmʲɪra
mě̀sto	upper_sorbian	město	ˈmʲɪstɔ
mě̑xъ	upper_sorbian	měch	mʲɪx
mě̄zgà	upper_sorbian	měza	ˈmʲɪza
mèčь	upper_sorbian	mječ	mʲɛt͡ʃ
mȇdъ	upper_sorbian	měd	mʲɪt
měšъkъ	upper_sorbian	měch	mʲɪx
medjà	upper_sorbian	mjeza	ˈmʲɛza
melkò	upper_sorbian	mloko	ˈmlɔkɔ
melti	upper_sorbian	mlěć	mlɪt͡ɕ
miglъ	upper_sorbian	mihel	ˈmʲihel
mikati	upper_sorbian	mikać	ˈmʲikat͡ɕ
mȏltъ	upper_sorbian	mɫót	mwʊt
mòrzъ	upper_sorbian	mróz	mrʊs
mȏstъ	upper_sorbian	móst	mʊst
modrъ	upper_sorbian	módry	ˈmʊdrɨ
moldьnъ	upper_sorbian	mɫódny	ˈmwʊdnɨ
moltiti	upper_sorbian	mɫócić	ˈmwʊt͡sit͡ɕ
nȅbo	upper_sorbian	njebjo	ˈnʲɛbʲɔ
netopyr'ь	upper_sorbian	njetopyŕ	ˈnʲɛtɔpɨrʲ
nevě̀sta	upper_sorbian	njewjesta	ˈnʲɛjvɛsta
neže	upper_sorbian	njež	nʲɛʃ
nȏktь	upper_sorbian	nóc	ˈnʊt͡s
nȏsъ	upper_sorbian	nós	nʊs
nòžь	upper_sorbian	nóž	nʊʃ
nogъtь	upper_sorbian	nochć	nɔxt͡ɕ
nuriti	upper_sorbian	nurić	ˈnurʲit͡ɕ
ǫ́žь	upper_sorbian	wuž	uʃ
ògn'ь	upper_sorbian	woheń	ˈowʲen
ǫgorь	upper_sorbian	wuhor	ˈuɔr
ȍlkъtъ	upper_sorbian	ɫochć	wɔxt͡ɕ
ȍlkъtь	upper_sorbian	ɫochć	wɔxt͡ɕ
òlkomъ	upper_sorbian	ɫakomy	ˈwakɔmɨ
òlkomъjь	upper_sorbian	ɫakomy	ˈwakɔmɨ
òrdlo	upper_sorbian	radɫo	ˈradwɔ
òrmę	upper_sorbian	ramjo	ˈramʲɔ
òrmo	upper_sorbian	ramjo	ˈramʲɔ
òsmь	upper_sorbian	wósom	ˈwʊsɔm
oborъ	upper_sorbian	wobora	ˈɔbɔra
olьša	upper_sorbian	wólša	ˈwʊlʃa
olni	upper_sorbian	ɫoni	ˈwɔnʲi
orь̀lъ	upper_sorbian	worjoɫ	ˈɔrʲɔw
orlьja	upper_sorbian	rola	ˈrɔla
orsti	upper_sorbian	rośc	rɔɕt͡s
osъ̀tъ	upper_sorbian	wóst	wʊst
osa	upper_sorbian	wosa	ˈɔsa
osìna	upper_sorbian	wosa	ˈɔsa
ostrъ	upper_sorbian	wótry	ˈwʊtrɨ
pь̑nь	upper_sorbian	pjeń	pʲɛnʲ
pь̀sъ	upper_sorbian	pos	pɔs
pě̀na	upper_sorbian	pěna	ˈpʲɪna
pȇktь	upper_sorbian	pěc	pʲɪt͡s
pèlva	upper_sorbian	pluwa	ˈpluwa
pěsъ̀kъ	upper_sorbian	pěsk	pʲɪsk
pętà	upper_sorbian	pjata	ˈpʲata
però	upper_sorbian	pjero	ˈpʲɛrɔ
plotъ	upper_sorbian	pɫót	pwʊt
pȍl̨e	upper_sorbian	polo	ˈpɔlɔ
pòrgъ	upper_sorbian	próh	prʊh
podorgъ	upper_sorbian	podroha	ˈpɔdroa
pręsti	upper_sorbian	přasć	pʃast͡ɕ
pretivъ	upper_sorbian	přećiwo	ˈpʃɛt͡ɕiwɔ
rě̑čь	upper_sorbian	rěč	rʲɪt͡ʃ
rě̄kà	upper_sorbian	rěka	ˈrʲɪka
rědъkъ	upper_sorbian	rědki	ˈrʲɪtkʲi
sъ̀nъ	upper_sorbian	són	sʊn
sъdòrvъ	upper_sorbian	strowy	ˈstrowɨ
śěrъ	upper_sorbian	šěry	ˈʃɪrɨ
sě̄dló	upper_sorbian	sydɫo	ˈsɨdwɔ
sě̀jati	upper_sorbian	syć	sɨt͡ɕ
sě̑no	upper_sorbian	syno	ˈsɨnɔ
sě̀ti	upper_sorbian	syć	sɨt͡ɕ
sě̀verъ	upper_sorbian	sowjer	ˈsɔvʲɛr
sèdmь	upper_sorbian	sydom	ˈsɨdɔm
sěkti	upper_sorbian	syc	sɨt͡s
serdà	upper_sorbian	srjeda	ˈsrʲɛda
sȏlь	upper_sorbian	sól	sɨl
sòlma	upper_sorbian	sɫoma	ˈswɔma
sòrka	upper_sorbian	sroka	ˈsrɔka
solovikъ	upper_sorbian	syɫobik	ˈsɨwɔbʲik
solvьjь	upper_sorbian	syɫobik	ˈsɨwɔbʲik
solvikъ	upper_sorbian	syɫobik	ˈsɨwɔbʲik
spě̑xъ	upper_sorbian	spěch	spʲɪx
stornà	upper_sorbian	strona	ˈstrɔna
svě̑tъ	upper_sorbian	svět	sfʲɪt
svòrka	upper_sorbian	sroka	ˈsrɔka
šȇstъ	upper_sorbian	šesty	ˈʃɛstɨ
šȇstь	upper_sorbian	šěsć	ʃɪst͡ɕ
tъ	upper_sorbian	tón	tʊn
tьma	upper_sorbian	ćma	t͡ɕma
tě̑sto	upper_sorbian	ćěsto	ˈtɕɪstɔ
teplъ	upper_sorbian	ćopɫy	ˈtɔpwɨ
teti	upper_sorbian	ćepać	ˈt͡ɕɛpat͡ɕ
vъ̑šь	upper_sorbian	woš	wɔʃ
vьsь	upper_sorbian	wjes	vʲɛs
vě̑no	upper_sorbian	wěno	ˈvʲɪnɔ
vě̀trъ	upper_sorbian	wětr	vʲɪtr
vȅčerъ	upper_sorbian	wječor	ˈvʲɛˈt͡ɕɔr
vȇrsъ	upper_sorbian	wrjós	wrʲʊs
vȇrskъ	upper_sorbian	wrjós	wrʲʊs
vertenò	upper_sorbian	wrjećeno	ˈrʲɛɕt͡ɕɛnɔ
vixъrъ	upper_sorbian	wichor	ˈvʲixɔr
vòl̨a	upper_sorbian	wola	ˈɔla
vòlga	upper_sorbian	wɫoha	ˈwoha
vȏlsъ	upper_sorbian	wɫós	wʊs
vòn̨ь	upper_sorbian	wón	wʊn
vòn̨a	upper_sorbian	wón	wʊn
vȏrgъ	upper_sorbian	wróh	rʊh
vòrna	upper_sorbian	wróna	ˈrʊna
vȏzъ	upper_sorbian	wóz	wʊs
vorta	upper_sorbian	wrota	ˈrɔta
vỳgъn̨a	upper_sorbian	wuheń	ˈulʲen
vỳgъn̨ь	upper_sorbian	wuheń	ˈulʲen
vỳknǫti	upper_sorbian	wuknyć	ˈuknɨt͡ɕ
xȏldъ	upper_sorbian	chɫód	ˈxwʊt
xvórstъ	upper_sorbian	chróst	xrʊst
zȍlto	upper_sorbian	zɫoto	ˈzwɔtɔ
žьlna	upper_sorbian	žoɫma	ˈʒɔwma
žę̄dàti	upper_sorbian	žadać	ˈʒadat͡ɕ
želza	upper_sorbian	žaɫza	ˈʒawza
